date,winner,loser,pts_winner,pts_loser,game_id
2022-12-13,Milwaukee,Golden State,128,111,202212130MIL
2022-12-13,Philadelphia,Sacramento,123,103,202212130PHI
2022-12-13,Utah,New Orleans,121,100,202212130UTA
2022-12-14,New York,Chicago,128,120,202212140CHI
2022-12-14,Detroit,Charlotte,141,134,202212140CHO
2022-12-14,Cleveland,Dallas,105,90,202212140DAL
2022-12-14,Denver,Washington,141,128,202212140DEN
2022-12-14,Indiana,Golden State,125,119,202212140IND
2022-12-14,LA Clippers,Minnesota,99,88,202212140LAC
2022-12-14,Miami,Oklahoma City,110,108,202212140OKC
2022-12-14,Orlando,Atlanta,135,124,202212140ORL
2022-12-14,Portland,San Antonio,128,112,202212140SAS
2022-12-14,Sacramento,Toronto,124,123,202212140TOR
2022-12-15,Miami,Houston,111,108,202212150HOU
2022-12-15,Phoenix,LA Clippers,111,95,202212150LAC
2022-12-15,Memphis,Milwaukee,142,101,202212150MEM
2022-12-15,Utah,New Orleans,132,129,202212150UTA
2022-12-16,Orlando,Boston,117,109,202212160BOS
2022-12-16,New York,Chicago,114,91,202212160CHI
2022-12-16,Atlanta,Charlotte,125,106,202212160CHO
2022-12-16,Cleveland,Indiana,118,112,202212160CLE
2022-12-16,Dallas,Portland,130,110,202212160DAL
2022-12-16,Sacramento,Detroit,122,113,202212160DET
2022-12-16,LA Lakers,Denver,126,108,202212160LAL
2022-12-16,Minnesota,Oklahoma City,112,110,202212160OKC
2022-12-16,Philadelphia,Golden State,118,106,202212160PHI
2022-12-16,Brooklyn,Toronto,119,116,202212160TOR
2022-12-17,Cleveland,Dallas,100,99,202212170CLE
2022-12-17,Portland,Houston,107,95,202212170HOU
2022-12-17,LA Clippers,Washington,102,93,202212170LAC
2022-12-17,Milwaukee,Utah,123,97,202212170MIL
2022-12-17,Oklahoma City,Memphis,115,109,202212170OKC
2022-12-17,Phoenix,New Orleans,118,114,202212170PHO
2022-12-17,Miami,San Antonio,111,101,202212170SAS
2022-12-18,Orlando,Boston,95,92,202212180BOS
2022-12-18,Denver,Charlotte,119,115,202212180DEN
2022-12-18,Brooklyn,Detroit,124,121,202212180DET
2022-12-18,New York,Indiana,109,106,202212180IND
2022-12-18,LA Lakers,Washington,119,117,202212180LAL
2022-12-18,Minnesota,Chicago,150,126,202212180MIN
2022-12-18,Golden State,Toronto,126,110,202212180TOR
2022-12-19,Atlanta,Orlando,126,125,202212190ATL
2022-12-19,Cleveland,Utah,122,99,202212190CLE
2022-12-19,San Antonio,Houston,124,105,202212190HOU
2022-12-19,Minnesota,Dallas,116,106,202212190MIN
2022-12-19,Milwaukee,New Orleans,128,119,202212190NOP
2022-12-19,Oklahoma City,Portland,123,121,202212190OKC
2022-12-19,Philadelphia,Toronto,104,101,202212190PHI
2022-12-19,Phoenix,LA Lakers,130,104,202212190PHO
2022-12-19,Charlotte,Sacramento,125,119,202212190SAC
2022-12-20,Denver,Memphis,105,91,202212200DEN
2022-12-20,Utah,Detroit,126,111,202212200DET
2022-12-20,Chicago,Miami,113,103,202212200MIA
2022-12-20,New York,Golden State,132,94,202212200NYK
2022-12-20,Washington,Phoenix,113,110,202212200PHO
2022-12-21,Chicago,Atlanta,110,108,202212210ATL
2022-12-21,Indiana,Boston,117,112,202212210BOS
2022-12-21,Brooklyn,Golden State,143,113,202212210BRK
2022-12-21,Cleveland,Milwaukee,114,106,202212210CLE
2022-12-21,Orlando,Houston,116,110,202212210HOU
2022-12-21,LA Clippers,Charlotte,126,105,202212210LAC
2022-12-21,Dallas,Minnesota,104,99,202212210MIN
2022-12-21,Toronto,New York,113,106,202212210NYK
2022-12-21,Oklahoma City,Portland,101,98,202212210OKC
2022-12-21,Philadelphia,Detroit,113,93,202212210PHI
2022-12-21,Sacramento,LA Lakers,134,120,202212210SAC
2022-12-22,New Orleans,San Antonio,126,117,202212220NOP
2022-12-22,Utah,Washington,120,112,202212220UTA
2022-12-23,Atlanta,Detroit,130,105,202212230ATL
2022-12-23,Boston,Minnesota,121,109,202212230BOS
2022-12-23,Brooklyn,Milwaukee,118,100,202212230BRK
2022-12-23,Toronto,Cleveland,118,107,202212230CLE
2022-12-23,Denver,Portland,120,107,202212230DEN
2022-12-23,Dallas,Houston,112,106,202212230HOU
2022-12-23,Charlotte,LA Lakers,134,130,202212230LAL
2022-12-23,Indiana,Miami,111,108,202212230MIA
2022-12-23,Chicago,New York,118,117,202212230NYK
2022-12-23,New Orleans,Oklahoma City,128,125,202212230OKC
2022-12-23,Orlando,San Antonio,133,113,202212230ORL
2022-12-23,Philadelphia,LA Clippers,119,114,202212230PHI
2022-12-23,Memphis,Phoenix,125,100,202212230PHO
2022-12-23,Washington,Sacramento,125,111,202212230SAC
2022-12-25,Boston,Milwaukee,139,118,202212250BOS
2022-12-25,Dallas,LA Lakers,124,115,202212250DAL
2022-12-25,Denver,Phoenix,128,125,202212250DEN
2022-12-25,Golden State,Memphis,123,109,202212250GSW
2022-12-25,Philadelphia,New York,119,112,202212250NYK
2022-12-26,Houston,Chicago,133,118,202212260CHI
2022-12-26,Brooklyn,Cleveland,125,117,202212260CLE
2022-12-26,LA Clippers,Detroit,142,131,202212260DET
2022-12-26,Miami,Minnesota,113,110,202212260MIA
2022-12-26,New Orleans,Indiana,113,93,202212260NOP
2022-12-26,Portland,Charlotte,124,113,202212260POR
2022-12-26,San Antonio,Utah,126,122,202212260SAS
2022-12-27,Boston,Houston,126,102,202212270BOS
2022-12-27,Dallas,New York,126,121,202212270DAL
2022-12-27,Golden State,Charlotte,110,105,202212270GSW
2022-12-27,Indiana,Atlanta,129,114,202212270IND
2022-12-27,Phoenix,Memphis,125,108,202212270MEM
2022-12-27,Oklahoma City,San Antonio,130,114,202212270OKC
2022-12-27,LA Lakers,Orlando,129,110,202212270ORL
2022-12-27,Denver,Sacramento,113,106,202212270SAC
2022-12-27,LA Clippers,Toronto,124,113,202212270TOR
2022-12-27,Washington,Philadelphia,116,111,202212270WAS
2022-12-28,Brooklyn,Atlanta,108,107,202212280ATL
2022-12-28,Chicago,Milwaukee,119,113,202212280CHI
2022-12-28,Detroit,Orlando,121,101,202212280DET
2022-12-28,Golden State,Utah,112,107,202212280GSW
2022-12-28,Miami,LA Lakers,112,98,202212280MIA
2022-12-28,New Orleans,Minnesota,119,118,202212280NOP
2022-12-28,Sacramento,Denver,127,126,202212280SAC
2022-12-28,Washington,Phoenix,127,102,202212280WAS
2022-12-29,Boston,LA Clippers,116,110,202212290BOS
2022-12-29,Charlotte,Oklahoma City,121,113,202212290CHO
2022-12-29,Dallas,Houston,129,114,202212290DAL
2022-12-29,Indiana,Cleveland,135,126,202212290IND
2022-12-29,San Antonio,New York,122,115,202212290SAS
2022-12-29,Memphis,Toronto,119,106,202212290TOR
2022-12-30,LA Lakers,Atlanta,130,121,202212300ATL
2022-12-30,Chicago,Detroit,132,118,202212300CHI
2022-12-30,Denver,Miami,124,119,202212300DEN
2022-12-30,Golden State,Portland,118,112,202212300GSW
2022-12-30,Milwaukee,Minnesota,123,114,202212300MIL
2022-12-30,New Orleans,Philadelphia,127,116,202212300NOP
2022-12-30,Washington,Orlando,119,100,202212300ORL
2022-12-30,Sacramento,Utah,126,125,202212300SAC
2022-12-30,Toronto,Phoenix,113,104,202212300TOR
2022-12-31,Cleveland,Chicago,103,102,202212310CHI
2022-12-31,Brooklyn,Charlotte,123,106,202212310CHO
2022-12-31,New York,Houston,108,88,202212310HOU
2022-12-31,Indiana,LA Clippers,131,130,202212310IND
2022-12-31,Memphis,New Orleans,116,101,202212310MEM
2022-12-31,Detroit,Minnesota,116,104,202212310MIN
2022-12-31,Philadelphia,Oklahoma City,115,96,202212310OKC
2022-12-31,Dallas,San Antonio,126,125,202212310SAS
2022-12-31,Miami,Utah,126,123,202212310UTA
2023-1-1,Denver,Boston,123,111,202301010DEN
2023-1-1,Memphis,Sacramento,118,108,202301010MEM
2023-1-1,Washington,Milwaukee,118,95,202301010MIL
2023-1-2,Brooklyn,San Antonio,139,103,202301020BRK
2023-1-2,LA Lakers,Charlotte,121,115,202301020CHO
2023-1-2,Cleveland,Chicago,145,134,202301020CLE
2023-1-2,Golden State,Atlanta,143,141,202301020GSW
2023-1-2,Dallas,Houston,111,106,202301020HOU
2023-1-2,Indiana,Toronto,122,114,202301020IND
2023-1-2,Miami,LA Clippers,110,100,202301020LAC
2023-1-2,Minnesota,Denver,124,111,202301020MIN
2023-1-2,New York,Phoenix,102,83,202301020NYK
2023-1-2,Philadelphia,New Orleans,120,111,202301020PHI
2023-1-2,Portland,Detroit,135,106,202301020POR
2023-1-3,Milwaukee,Washington,123,113,202301030MIL
2023-1-3,Oklahoma City,Boston,150,117,202301030OKC
2023-1-3,Sacramento,Utah,117,115,202301030UTA
2023-1-4,Chicago,Brooklyn,121,112,202301040CHI
2023-1-4,Memphis,Charlotte,131,107,202301040CHO
2023-1-4,Cleveland,Phoenix,90,88,202301040CLE
2023-1-4,Detroit,Golden State,122,119,202301040GSW
2023-1-4,LA Lakers,Miami,112,109,202301040LAL
2023-1-4,Minnesota,Portland,113,106,202301040MIN
2023-1-4,New Orleans,Houston,119,108,202301040NOP
2023-1-4,New York,San Antonio,117,114,202301040NYK
2023-1-4,Orlando,Oklahoma City,126,115,202301040ORL
2023-1-4,Philadelphia,Indiana,129,126,202301040PHI
2023-1-4,Atlanta,Sacramento,120,117,202301040SAC
2023-1-4,Milwaukee,Toronto,104,101,202301040TOR
2023-1-5,Boston,Dallas,124,95,202301050DAL
2023-1-5,Denver,LA Clippers,122,91,202301050DEN
2023-1-5,Utah,Houston,131,114,202301050HOU
2023-1-5,Memphis,Orlando,123,115,202301050ORL
2023-1-6,Denver,Cleveland,121,108,202301060DEN
2023-1-6,Indiana,Portland,108,99,202301060IND
2023-1-6,LA Lakers,Atlanta,130,114,202301060LAL
2023-1-6,Charlotte,Milwaukee,138,109,202301060MIL
2023-1-6,Minnesota,LA Clippers,128,115,202301060MIN
2023-1-6,Brooklyn,New Orleans,108,102,202301060NOP
2023-1-6,Oklahoma City,Washington,127,110,202301060OKC
2023-1-6,Chicago,Philadelphia,126,112,202301060PHI
2023-1-6,Miami,Phoenix,104,96,202301060PHO
2023-1-6,San Antonio,Detroit,121,109,202301060SAS
2023-1-6,New York,Toronto,112,108,202301060TOR
2023-1-7,Chicago,Utah,126,118,202301070CHI
2023-1-7,Dallas,New Orleans,127,117,202301070DAL
2023-1-7,Orlando,Golden State,115,101,202301070GSW
2023-1-7,LA Lakers,Sacramento,136,134,202301070SAC
2023-1-7,Boston,San Antonio,121,116,202301070SAS
2023-1-8,Philadelphia,Detroit,123,111,202301080DET
2023-1-8,Minnesota,Houston,104,96,202301080HOU
2023-1-8,Indiana,Charlotte,116,111,202301080IND
2023-1-8,Atlanta,LA Clippers,112,108,202301080LAC
2023-1-8,Memphis,Utah,123,118,202301080MEM
2023-1-8,Brooklyn,Miami,102,101,202301080MIA
2023-1-8,Oklahoma City,Dallas,120,109,202301080OKC
2023-1-8,Cleveland,Phoenix,112,98,202301080PHO
2023-1-8,Toronto,Portland,117,105,202301080TOR
2023-1-9,Boston,Chicago,107,99,202301090BOS
2023-1-9,Denver,LA Lakers,122,109,202301090DEN
2023-1-9,Memphis,San Antonio,121,113,202301090MEM
2023-1-9,Milwaukee,New York,111,107,202301090NYK
2023-1-9,Sacramento,Orlando,136,111,202301090SAC
2023-1-9,New Orleans,Washington,132,112,202301090WAS
2023-1-10,Phoenix,Golden State,125,113,202301100GSW
2023-1-10,LA Clippers,Dallas,113,101,202301100LAC
2023-1-10,Miami,Oklahoma City,112,111,202301100MIA
2023-1-10,Philadelphia,Detroit,147,116,202301100PHI
2023-1-10,Orlando,Portland,109,106,202301100POR
2023-1-10,Toronto,Charlotte,132,120,202301100TOR
2023-1-10,Utah,Cleveland,116,114,202301100UTA
2023-1-11,Milwaukee,Atlanta,114,105,202301110ATL
2023-1-11,Boston,New Orleans,125,114,202301110BOS
2023-1-11,Denver,Phoenix,126,97,202301110DEN
2023-1-11,Detroit,Minnesota,135,118,202301110DET
2023-1-11,Memphis,San Antonio,135,129,202301110MEM
2023-1-11,New York,Indiana,119,113,202301110NYK
2023-1-11,Sacramento,Houston,135,115,202301110SAC
2023-1-11,Washington,Chicago,100,97,202301110WAS
2023-1-12,Boston,Brooklyn,109,98,202301120BRK
2023-1-12,Dallas,LA Lakers,119,115,202301120LAL
2023-1-12,Miami,Milwaukee,108,102,202301120MIA
2023-1-12,Oklahoma City,Philadelphia,133,114,202301120PHI
2023-1-12,Cleveland,Portland,119,113,202301120POR
2023-1-12,Toronto,Charlotte,124,114,202301120TOR
2023-1-13,Oklahoma City,Chicago,124,110,202301130CHI
2023-1-13,New Orleans,Detroit,116,110,202301130DET
2023-1-13,Atlanta,Indiana,113,111,202301130IND
2023-1-13,Denver,LA Clippers,115,103,202301130LAC
2023-1-13,Minnesota,Phoenix,121,116,202301130MIN
2023-1-13,Sacramento,Houston,139,114,202301130SAC
2023-1-13,Golden State,San Antonio,144,113,202301130SAS
2023-1-13,Utah,Orlando,112,108,202301130UTA
2023-1-13,New York,Washington,112,108,202301130WAS
2023-1-14,Boston,Charlotte,122,106,202301140CHO
2023-1-14,Memphis,Indiana,130,112,202301140IND
2023-1-14,Miami,Milwaukee,111,95,202301140MIA
2023-1-14,Minnesota,Cleveland,110,102,202301140MIN
2023-1-14,Portland,Dallas,136,119,202301140POR
2023-1-14,Atlanta,Toronto,114,103,202301140TOR
2023-1-14,Philadelphia,Utah,118,117,202301140UTA
2023-1-15,Oklahoma City,Brooklyn,112,102,202301150BRK
2023-1-15,Chicago,Golden State,132,118,202301150CHI
2023-1-15,Denver,Orlando,119,116,202301150DEN
2023-1-15,New York,Detroit,117,104,202301150DET
2023-1-15,LA Clippers,Houston,121,100,202301150LAC
2023-1-15,Philadelphia,LA Lakers,113,112,202301150LAL
2023-1-15,Portland,Dallas,140,123,202301150POR
2023-1-15,Sacramento,San Antonio,132,119,202301150SAS
2023-1-16,Atlanta,Miami,121,113,202301160ATL
2023-1-16,Boston,Charlotte,130,118,202301160CHO
2023-1-16,Cleveland,New Orleans,113,103,202301160CLE
2023-1-16,LA Lakers,Houston,140,132,202301160LAL
2023-1-16,Memphis,Phoenix,136,106,202301160MEM
2023-1-16,Milwaukee,Indiana,132,119,202301160MIL
2023-1-16,Utah,Minnesota,126,125,202301160MIN
2023-1-16,Toronto,New York,123,121,202301160NYK
2023-1-16,Golden State,Washington,127,118,202301160WAS
2023-01-17,Denver,Portland,122,113,202301170DEN
2023-01-17,Philadelphia,LA Clippers,120,110,202301170LAC
2023-01-17,Milwaukee,Toronto,130,122,202301170MIL
2023-01-17,San Antonio,Brooklyn,106,98,202301170SAS
2023-1-18,Atlanta,Dallas,130,122,202301180DAL
2023-1-18,Denver,Minnesota,122,118,202301180DEN
2023-01-18,Charlotte,Houston,122,117,202301180HOU
2023-01-18,Sacramento,LA Lakers,116,111,202301180LAL
2023-01-18,Memphis,Cleveland,115,114,202301180MEM
2023-01-18,Miami,New Orleans,124,98,202301180NOP
2023-01-18,Washington,New York,116,105,202301180NYK
2023-01-18,Oklahoma City,Indiana,126,106,202301180OKC
2023-01-18,Utah,LA Clippers,126,103,202301180UTA
2023-1-19,Boston,Golden State,121,118,202301190BOS
2023-1-19,Chicago,Detroit,126,108,202301190DET
2023-1-19,Minnesota,Toronto,128,126,202301190MIN
2023-1-19,Phoenix,Brooklyn,117,112,202301190PHO
2023-1-19,Philadelphia,Portland,105,95,202301190POR
2023-1-20,Atlanta,New York,139,124,202301200ATL
2023-1-20,Golden State,Cleveland,120,114,202301200CLE
2023-1-20,Dallas,Miami,115,90,202301200DAL
2023-1-20,Denver,Indiana,134,111,202301200DEN
2023-1-20,LA Lakers,Memphis,122,121,202301200LAL
2023-1-20,Orlando,New Orleans,123,110,202301200ORL
2023-1-20,Sacramento,Oklahoma City,118,113,202301200SAC
2023-1-20,LA Clippers,San Antonio,131,126,202301200SAS
2023-1-20,Brooklyn,Utah,117,106,202301200UTA
2023-1-21,Charlotte,Atlanta,122,118,202301210ATL
2023-1-21,Cleveland,Milwaukee,114,102,202301210CLE
2023-1-21,Minnesota,Houston,113,104,202301210MIN
2023-1-21,Phoenix,Indiana,112,107,202301210PHO
2023-1-21,Philadelphia,Sacramento,129,127,202301210SAC
2023-1-21,Boston,Toronto,106,104,202301210TOR
2023-1-21,Washington,Orlando,138,118,202301210WAS
2023-1-22,LA Clippers,Dallas,112,98,202301220DAL
2023-1-22,Oklahoma City,Denver,101,99,202301220DEN
2023-1-22,Brooklyn,Golden State,120,116,202301220GSW
2023-1-22,Miami,New Orleans,100,96,202301220MIA
2023-1-22,Phoenix,Memphis,112,110,202301220PHO
2023-1-22,LA Lakers,Portland,121,112,202301220POR
2023-1-22,Toronto,New York,125,116,202301220TOR
2023-1-23,Chicago,Atlanta,111,100,202301230CHI
2023-1-23,Milwaukee,Detroit,150,130,202301230DET
2023-1-23,Houston,Minnesota,119,114,202301230HOU
2023-1-23,Orlando,Boston,113,98,202301230ORL
2023-1-23,Portland,San Antonio,147,127,202301230POR
2023-1-23,Sacramento,Memphis,133,100,202301230SAC
2023-1-23,Utah,Charlotte,120,102,202301230UTA
2023-1-24,Washington,Dallas,127,126,202301240DAL
2023-1-24,Indiana,Chicago,116,110,202301240IND
2023-1-24,LA Clippers,LA Lakers,133,115,202301240LAL
2023-1-24,Miami,Boston,98,95,202301240MIA
2023-1-24,Denver,New Orleans,99,98,202301240NOP
2023-1-24,New York,Cleveland,105,103,202301240NYK
2023-1-24,Phoenix,Charlotte,128,97,202301240PHO
2023-1-25,Golden State,Memphis,122,120,202301250GSW
2023-1-25,Washington,Houston,108,103,202301250HOU
2023-1-25,LA Lakers,San Antonio,113,104,202301250LAL
2023-1-25,Milwaukee,Denver,107,99,202301250MIL
2023-1-25,Minnesota,New Orleans,111,102,202301250NOP
2023-1-25,Atlanta,Oklahoma City,137,132,202301250OKC
2023-1-25,Orlando,Indiana,126,120,202301250ORL
2023-1-25,Philadelphia,Brooklyn,137,133,202301250PHI
2023-1-25,Portland,Utah,134,124,202301250POR
2023-1-25,Toronto,Sacramento,113,95,202301250SAC
2023-1-26,New York,Boston,120,117,202301260BOS
2023-1-26,Detroit,Brooklyn,130,122,202301260BRK
2023-1-26,Charlotte,Chicago,111,96,202301260CHO
2023-1-26,Cleveland,Houston,113,95,202301260HOU
2023-1-26,LA Clippers,San Antonio,138,100,202301260LAC
2023-1-26,Dallas,Phoenix,99,95,202301260PHO
2023-1-27,Golden State,Toronto,129,117,202301270GSW
2023-1-27,Milwaukee,Indiana,141,131,202301270IND
2023-1-27,Miami,Orlando,110,105,202301270MIA
2023-1-27,Minnesota,Memphis,111,100,202301270MIN
2023-1-27,Oklahoma City,Cleveland,112,100,202301270OKC
2023-1-28,LA Clippers,Atlanta,120,113,202301280ATL
2023-1-28,Boston,LA Lakers,125,121,202301280BOS
2023-1-28,Brooklyn,New York,122,115,202301280BRK
2023-1-28,Houston,Detroit,117,114,202301280DET
2023-1-28,Minnesota,Sacramento,117,110,202301280MIN
2023-1-28,Washington,New Orleans,113,103,202301280NOP
2023-1-28,Chicago,Orlando,128,109,202301280ORL
2023-1-28,Philadelphia,Denver,126,119,202301280PHI
2023-1-28,Toronto,Portland,123,105,202301280POR
2023-1-28,Phoenix,San Antonio,128,118,202301280SAS
2023-1-28,Utah,Dallas,108,100,202301280UTA
2023-1-29,Charlotte,Miami,122,117,202301290CHO
2023-1-29,Cleveland,LA Clippers,122,99,202301290CLE
2023-1-29,Memphis,Indiana,112,100,202301290MEM
2023-1-29,Milwaukee,New Orleans,135,110,202301290MIL
2023-1-30,Brooklyn,LA Lakers,121,104,202301300BRK
2023-1-30,Dallas,Detroit,111,105,202301300DAL
2023-1-30,Sacramento,Minnesota,118,111,202301300MIN
2023-1-30,Golden State,Oklahoma City,128,120,202301300OKC
2023-1-30,Orlando,Philadelphia,119,109,202301300PHI
2023-1-30,Phoenix,Toronto,114,106,202301300PHO
2023-1-30,Portland,Atlanta,129,125,202301300POR
2023-1-30,Washington,San Antonio,127,106,202301300SAS
2023-1-31,LA Clippers,Chicago,108,103,202301310CHI
2023-1-31,Miami,Cleveland,100,97,202301310CLE
2023-1-31,Denver,New Orleans,122,113,202301310DEN
2023-1-31,Milwaukee,Charlotte,124,115,202301310MIL
2023-1-31,LA Lakers,New York,129,123,202301310NYK
2023-2-1,Boston,Brooklyn,139,96,202302010BOS
2023-2-1,Houston,Oklahoma City,112,106,202302010HOU
2023-2-1,Portland,Memphis,122,112,202302010MEM
2023-2-1,Minnesota,Golden State,119,114,202302010MIN
2023-2-1,Philadelphia,Orlando,105,94,202302010PHI
2023-2-1,Atlanta,Phoenix,132,100,202302010PHO
2023-2-1,Sacramento,San Antonio,119,109,202302010SAS
2023-2-1,Utah,Toronto,131,128,202302010UTA
2023-2-2,Chicago,Charlotte,114,98,202302020CHI
2023-2-2,Cleveland,Memphis,128,113,202302020CLE
2023-2-2,Dallas,New Orleans,111,106,202302020DAL
2023-2-2,Denver,Golden State,134,117,202302020DEN
2023-2-2,LA Lakers,Indiana,112,111,202302020IND
2023-2-2,Milwaukee,LA Clippers,106,105,202302020MIL
2023-2-2,New York,Miami,106,104,202302020NYK
2023-2-3,Phoenix,Boston,106,94,202302030BOS
2023-2-3,Detroit,Charlotte,118,112,202302030DET
2023-2-3,Toronto,Houston,117,111,202302030HOU
2023-2-3,Indiana,Sacramento,107,104,202302030IND
2023-2-3,Orlando,Minnesota,127,120,202302030MIN
2023-2-3,Philadelphia,San Antonio,137,125,202302030SAS
2023-2-3,Atlanta,Utah,115,108,202302030UTA
2023-2-3,Portland,Washington,124,116,202302030WAS
2023-2-4,Brooklyn,Washington,125,123,202302040BRK
2023-2-4,Chicago,Portland,129,121,202302040CHI
2023-2-4,Denver,Atlanta,128,108,202302040DEN
2023-2-4,Phoenix,Detroit,116,100,202302040DET
2023-2-4,Golden State,Dallas,119,113,202302040GSW
2023-2-4,Milwaukee,Miami,123,115,202302040MIL
2023-2-4,New Orleans,LA Lakers,131,126,202302040NOP
2023-2-4,LA Clippers,New York,134,128,202302040NYK
2023-2-4,Oklahoma City,Houston,153,121,202302040OKC
2023-2-5,Orlando,Charlotte,119,113,202302050CHO
2023-2-5,Cleveland,Indiana,122,103,202302050IND
2023-2-5,Toronto,Memphis,106,103,202302050MEM
2023-2-5,Minnesota,Denver,128,98,202302050MIN
2023-2-5,New Orleans,Sacramento,136,104,202302050NOP
2023-2-5,New York,Philadelphia,108,97,202302050NYK
2023-2-6,LA Clippers,Brooklyn,124,116,202302060BRK
2023-2-6,Chicago,San Antonio,128,104,202302060CHI
2023-2-6,Boston,Detroit,111,99,202302060DET
2023-2-6,Golden State,Oklahoma City,141,114,202302060GSW
2023-2-6,Sacramento,Houston,140,120,202302060HOU
2023-2-6,Milwaukee,Portland,127,108,202302060POR
2023-2-6,Dallas,Utah,124,111,202302060UTA
2023-2-6,Cleveland,Washington,114,91,202302060WAS
2023-2-7,Phoenix,Brooklyn,116,112,202302070BRK
2023-2-7,Denver,Minnesota,146,112,202302070DEN
2023-2-7,Oklahoma City,LA Lakers,133,130,202302070LAL
2023-2-7,Memphis,Chicago,104,89,202302070MEM
2023-2-7,New Orleans,Atlanta,116,107,202302070NOP
