date,winner,loser,pts_winner,pts_loser,game_id
2023-2-7,New York,Orlando,102,98,202302070ORL
2023-2-8,Boston,Philadelphia,106,99,202302080BOS
2023-2-8,Cleveland,Detroit,113,85,202302080CLE
2023-2-8,Sacramento,Houston,130,128,202302080HOU
2023-2-8,Dallas,LA Clippers,110,104,202302080LAC
2023-2-8,Miami,Indiana,116,111,202302080MIA
2023-2-8,Portland,Golden State,125,122,202302080POR
2023-2-8,Toronto,San Antonio,112,98,202302080TOR
2023-2-8,Minnesota,Utah,143,118,202302080UTA
2023-2-8,Washington,Charlotte,118,104,202302080WAS
2023-2-9,Atlanta,Phoenix,116,107,202302090ATL
2023-2-9,Brooklyn,Chicago,116,105,202302090BRK
2023-2-9,Milwaukee,LA Lakers,115,106,202302090LAL
2023-2-9,Orlando,Denver,115,104,202302090ORL
2023-2-10,Boston,Charlotte,127,116,202302100BOS
2023-2-10,Detroit,San Antonio,138,131,202302100DET
2023-2-10,Phoenix,Indiana,117,104,202302100IND
2023-2-10,Milwaukee,LA Clippers,119,106,202302100LAC
2023-2-10,Memphis,Minnesota,128,107,202302100MEM
2023-2-10,Miami,Houston,97,95,202302100MIA
2023-2-10,Cleveland,New Orleans,118,107,202302100NOP
2023-2-10,Philadelphia,New York,119,108,202302100PHI
2023-2-10,Oklahoma City,Portland,138,129,202302100POR
2023-2-10,Dallas,Sacramento,122,114,202302100SAC
2023-2-10,Utah,Toronto,122,116,202302100TOR
2023-2-11,Atlanta,San Antonio,125,106,202302110ATL
2023-2-11,Philadelphia,Brooklyn,101,98,202302110BRK
2023-2-11,Denver,Charlotte,119,105,202302110CHO
2023-2-11,Cleveland,Chicago,97,89,202302110CLE
2023-2-11,LA Lakers,Golden State,109,103,202302110GSW
2023-2-11,New York,Utah,126,120,202302110NYK
2023-2-11,Miami,Orlando,107,103,202302110ORL
2023-2-11,Sacramento,Dallas,133,128,202302110SAC
2023-2-11,Washington,Indiana,127,113,202302110WAS
2023-2-12,Boston,Memphis,119,109,202302120BOS
2023-2-12,Toronto,Detroit,119,118,202302120TOR
2023-2-13,Orlando,Chicago,100,91,202302130CHI
2023-2-13,Charlotte,Atlanta,144,138,202302130CHO
2023-2-13,Cleveland,San Antonio,117,109,202302130CLE
2023-2-13,Minnesota,Dallas,124,121,202302130DAL
2023-2-13,Golden State,Washington,135,126,202302130GSW
2023-2-13,Utah,Indiana,123,117,202302130IND
2023-2-13,Denver,Miami,112,108,202302130MIA
2023-2-13,New York,Brooklyn,124,106,202302130NYK
2023-2-13,New Orleans,Oklahoma City,103,100,202302130OKC
2023-2-13,Philadelphia,Houston,123,104,202302130PHI
2023-2-13,Portland,LA Lakers,127,115,202302130POR
2023-2-14,LA Clippers,Golden State,134,124,202302140LAC
2023-2-14,Milwaukee,Boston,131,125,202302140MIL
2023-2-14,Phoenix,Sacramento,120,109,202302140PHO
2023-2-14,Washington,Portland,126,101,202302140POR
2023-2-14,Toronto,Orlando,123,113,202302140TOR
2023-2-15,New York,Atlanta,122,101,202302150ATL
2023-2-15,Boston,Detroit,127,109,202302150BOS
2023-2-15,Brooklyn,Miami,116,105,202302150BRK
2023-2-15,Charlotte,San Antonio,120,110,202302150CHO
2023-2-15,Denver,Dallas,118,109,202302150DEN
2023-2-15,Indiana,Chicago,117,113,202302150IND
2023-2-15,LA Lakers,New Orleans,120,102,202302150LAL
2023-2-15,Memphis,Utah,117,111,202302150MEM
2023-2-15,Oklahoma City,Houston,133,96,202302150OKC
2023-2-15,Philadelphia,Cleveland,118,112,202302150PHI
2023-2-16,Milwaukee,Chicago,112,100,202302160CHI
2023-2-16,Washington,Minnesota,114,106,202302160MIN
2023-2-16,LA Clippers,Phoenix,116,107,202302160PHO
2023-2-23,Denver,Cleveland,115,109,202302230CLE
2023-2-23,Dallas,San Antonio,142,116,202302230DAL
2023-2-23,Boston,Indiana,142,138,202302230IND
2023-2-23,LA Lakers,Golden State,124,111,202302230LAL
2023-2-23,Orlando,Detroit,108,106,202302230ORL
2023-2-23,Philadelphia,Memphis,110,105,202302230PHI
2023-2-23,Sacramento,Portland,133,116,202302230SAC
2023-2-23,Toronto,New Orleans,115,110,202302230TOR
2023-2-23,Utah,Oklahoma City,120,119,202302230UTA
2023-2-24,Atlanta,Cleveland,136,119,202302240ATL
2023-2-24,Chicago,Brooklyn,131,87,202302240CHI
2023-2-24,Golden State,Houston,116,101,202302240GSW
2023-2-24,Sacramento,LA Clippers,176,175,202302240LAC
2023-2-24,Milwaukee,Miami,128,99,202302240MIL
2023-2-24,Charlotte,Minnesota,121,113,202302240MIN
2023-2-24,Phoenix,Oklahoma City,124,115,202302240PHO
2023-2-24,New York,Washington,115,109,202302240WAS
2023-2-25,Charlotte,Miami,108,103,202302250CHO
2023-2-25,Toronto,Detroit,95,91,202302250DET
2023-2-25,Memphis,Denver,112,94,202302250MEM
2023-02-25,New York,New Orleans,128,106,202302250NYK
2023-02-25,Indiana,Orlando,121,108,202302250ORL
2023-02-25,Boston,Philadelphia,110,107,202302250PHI
2023-02-25,Utah,San Antonio,118,102,202302250UTA
2023-2-26,Atlanta,Brooklyn,129,127,202302260ATL
2023-2-26,Chicago,Washington,102,82,202302260CHI
2023-2-26,Cleveland,Toronto,118,93,202302260CLE
2023-2-26,LA Lakers,Dallas,111,108,202302260DAL
2023-2-26,Denver,LA Clippers,134,124,202302260DEN
2023-2-26,Golden State,Minnesota,109,104,202302260GSW
2023-2-26,Milwaukee,Phoenix,104,101,202302260MIL
2023-2-26,Sacramento,Oklahoma City,124,115,202302260OKC
2023-2-26,Portland,Houston,131,114,202302260POR
2023-2-27,Charlotte,Detroit,117,106,202302270CHO
2023-2-27,Orlando,New Orleans,101,93,202302270NOP
2023-2-27,New York,Boston,109,94,202302270NYK
2023-2-27,Miami,Philadelphia,101,99,202302270PHI
2023-2-28,Washington,Atlanta,119,116,202302280ATL
2023-2-28,Milwaukee,Brooklyn,118,104,202302280BRK
2023-2-28,Indiana,Dallas,124,122,202302280DAL
2023-2-28,Golden State,Portland,123,105,202302280GSW
2023-2-28,Denver,Houston,133,112,202302280HOU
2023-2-28,Minnesota,LA Clippers,108,101,202302280LAC
2023-2-28,Memphis,LA Lakers,121,109,202302280MEM
2023-2-28,Sacramento,Oklahoma City,123,117,202302280OKC
2023-2-28,Toronto,Chicago,104,98,202302280TOR
2023-2-28,San Antonio,Utah,102,94,202302280UTA
2023-3-1,Boston,Cleveland,117,113,202303010BOS
2023-3-1,Phoenix,Charlotte,105,91,202303010CHO
2023-3-1,Chicago,Detroit,117,115,202303010DET
2023-3-1,Memphis,Houston,113,99,202303010HOU
2023-3-1,Philadelphia,Miami,119,96,202303010MIA
2023-3-1,Milwaukee,Orlando,139,117,202303010MIL
2023-3-1,New York,Brooklyn,142,118,202303010NYK
2023-3-1,LA Lakers,Oklahoma City,123,117,202303010OKC
2023-3-1,New Orleans,Portland,121,110,202303010POR
2023-3-2,Dallas,Philadelphia,133,126,202303020DAL
2023-3-2,Golden State,LA Clippers,115,91,202303020GSW
2023-3-2,San Antonio,Indiana,110,99,202303020SAS
2023-3-2,Washington,Toronto,119,108,202303020WAS
2023-3-3,Atlanta,Portland,129,111,202303030ATL
2023-3-3,Brooklyn,Boston,115,105,202303030BOS
2023-3-3,Phoenix,Chicago,125,104,202303030CHI
2023-3-3,Orlando,Charlotte,117,106,202303030CHO
2023-3-3,Denver,Memphis,113,97,202303030DEN
2023-3-3,Golden State,New Orleans,108,99,202303030GSW
2023-3-3,Minnesota,LA Lakers,110,102,202303030LAL
2023-3-3,New York,Miami,122,120,202303030MIA
2023-3-3,Oklahoma City,Utah,130,103,202303030OKC
2023-3-3,Sacramento,LA Clippers,128,127,202303030SAC
2023-3-4,Cleveland,Detroit,114,90,202303040CLE
2023-3-4,Miami,Atlanta,117,109,202303040MIA
2023-3-4,Philadelphia,Milwaukee,133,130,202303040MIL
2023-3-4,Minnesota,Sacramento,138,134,202303040SAC
2023-3-4,Houston,San Antonio,122,110,202303040SAS
2023-3-4,Toronto,Washington,116,109,202303040WAS
2023-3-5,New York,Boston,131,129,202303050BOS
2023-3-5,Brooklyn,Charlotte,102,86,202303050BRK
2023-3-5,Indiana,Chicago,125,122,202303050CHI
2023-3-5,Phoenix,Dallas,130,126,202303050DAL
2023-3-5,Houston,San Antonio,142,110,202303050HOU
2023-3-5,LA Clippers,Memphis,135,129,202303050LAC
2023-3-5,LA Lakers,Golden State,113,105,202303050LAL
2023-3-5,Oklahoma City,Utah,129,119,202303050OKC
2023-3-5,Portland,Orlando,122,119,202303050ORL
2023-3-5,Milwaukee,Washington,117,111,202303050WAS
2023-3-6,Cleveland,Boston,118,114,202303060CLE
2023-3-6,Denver,Toronto,118,113,202303060DEN
2023-3-6,Portland,Detroit,110,104,202303060DET
2023-3-6,Philadelphia,Indiana,147,143,202303060IND
2023-3-6,Miami,Atlanta,130,128,202303060MIA
2023-3-6,Sacramento,New Orleans,123,108,202303060SAC
2023-3-7,Dallas,Utah,120,116,202303070DAL
2023-3-7,Washington,Detroit,119,117,202303070DET
2023-3-7,Brooklyn,Houston,118,96,202303070HOU
2023-3-7,LA Lakers,Memphis,112,103,202303070LAL
2023-3-7,Philadelphia,Minnesota,117,94,202303070MIN
2023-3-7,Charlotte,New York,112,105,202303070NYK
2023-3-7,Oklahoma City,Golden State,137,128,202303070OKC
2023-3-7,Milwaukee,Orlando,134,123,202303070ORL
2023-3-8,Boston,Portland,115,93,202303080BOS
2023-3-8,Chicago,Denver,117,96,202303080DEN
2023-3-8,LA Clippers,Toronto,108,100,202303080LAC
2023-3-8,Cleveland,Miami,104,100,202303080MIA
2023-3-8,New Orleans,Dallas,113,106,202303080NOP
2023-3-8,Phoenix,Oklahoma City,132,101,202303080PHO
2023-3-8,Atlanta,Washington,122,120,202303080WAS
2023-3-9,Charlotte,Detroit,113,103,202303090DET
2023-3-9,Indiana,Houston,134,125,202303090IND
2023-3-9,Memphis,Golden State,131,110,202303090MEM
2023-3-9,Milwaukee,Brooklyn,118,113,202303090MIL
2023-3-9,Utah,Orlando,131,124,202303090ORL
2023-3-9,Sacramento,New York,122,117,202303090SAC
2023-3-10,LA Lakers,Toronto,122,112,202303100LAL
2023-3-10,Miami,Cleveland,119,115,202303100MIA
2023-3-10,Brooklyn,Minnesota,124,123,202303100MIN
2023-3-10,Philadelphia,Portland,120,119,202303100PHI
2023-3-10,San Antonio,Denver,128,120,202303100SAS
2023-3-10,Atlanta,Washington,114,107,202303100WAS
2023-3-11,Boston,Atlanta,134,125,202303110ATL
2023-3-11,Utah,Charlotte,119,111,202303110CHO
2023-3-11,Indiana,Detroit,121,115,202303110DET
2023-3-11,Golden State,Milwaukee,125,116,202303110GSW
2023-3-11,Chicago,Houston,119,111,202303110HOU
2023-03-11,LA Clippers,New York,106,95,202303110LAC
2023-03-11,Memphis,Dallas,112,108,202303110MEM
2023-03-11,Oklahoma City,New Orleans,110,96,202303110NOP
2023-03-11,Orlando,Miami,126,114,202303110ORL
2023-03-11,Sacramento,Phoenix,128,119,202303110PHO
2023-3-12,Cleveland,Charlotte,114,108,202303120CHO
2023-3-12,Brooklyn,Denver,122,120,202303120DEN
2023-3-12,New York,LA Lakers,112,108,202303120LAL
2023-3-12,New Orleans,Portland,127,110,202303120NOP
2023-3-12,Philadelphia,Washington,112,93,202303120PHI
2023-3-12,Oklahoma City,San Antonio,102,90,202303120SAS
2023-3-13,Minnesota,Atlanta,136,115,202303130ATL
2023-3-13,Memphis,Dallas,104,88,202303130DAL
2023-3-13,Detroit,Indiana,117,97,202303130DET
2023-3-13,Golden State,Phoenix,123,112,202303130GSW
2023-3-13,Houston,Boston,111,109,202303130HOU
2023-3-13,Miami,Utah,119,115,202303130MIA
2023-3-13,Milwaukee,Sacramento,133,124,202303130SAC
2023-3-14,Cleveland,Charlotte,120,104,202303140CHO
2023-3-14,LA Lakers,New Orleans,123,108,202303140NOP
2023-3-14,Oklahoma City,Brooklyn,121,107,202303140OKC
2023-3-14,Milwaukee,Phoenix,116,104,202303140PHO
2023-3-14,New York,Portland,123,107,202303140POR
2023-3-14,San Antonio,Orlando,132,114,202303140SAS
2023-3-14,Toronto,Denver,125,110,202303140TOR
2023-3-14,Washington,Detroit,117,97,202303140WAS
2023-03-15,Sacramento,Chicago,117,114,202303150CHI
2023-03-15,Philadelphia,Cleveland,118,109,202303150CLE
2023-03-15,Houston,LA Lakers,114,110,202303150HOU
2023-03-15,LA Clippers,Golden State,134,126,202303150LAC
2023-03-15,Miami,Memphis,138,119,202303150MIA
2023-03-15,Boston,Minnesota,104,102,202303150MIN
2023-03-15,Dallas,San Antonio,137,128,202303150SAS
2023-03-16,Sacramento,Brooklyn,101,96,202303160BRK
2023-03-16,Denver,Detroit,119,100,202303160DET
2023-03-16,Indiana,Milwaukee,139,123,202303160MIL
2023-03-16,Phoenix,Orlando,116,113,202303160PHO
2023-03-16,Toronto,Oklahoma City,128,111,202303160TOR
2023-3-17,Atlanta,Golden State,127,119,202303170ATL
2023-3-17,Chicago,Minnesota,139,131,202303170CHI
2023-03-17,Philadelphia,Charlotte,121,82,202303170CHO
2023-03-17,Cleveland,Washington,117,94,202303170CLE
2023-03-17,Houston,New Orleans,114,112,202303170HOU
2023-03-17,Dallas,LA Lakers,111,110,202303170LAL
2023-03-17,Boston,Portland,126,112,202303170POR
2023-03-17,Memphis,San Antonio,126,120,202303170SAS
2023-3-18,Chicago,Miami,113,99,202303180CHI
2023-3-18,Philadelphia,Indiana,141,121,202303180IND
2023-3-18,Orlando,LA Clippers,113,108,202303180LAC
2023-3-18,Memphis,Golden State,133,119,202303180MEM
2023-3-18,New York,Denver,116,110,202303180NYK
2023-3-18,Toronto,Minnesota,122,107,202303180TOR
2023-3-18,Utah,Boston,118,117,202303180UTA
2023-3-18,Sacramento,Washington,132,118,202303180WAS
2023-3-19,Denver,Brooklyn,108,102,202303190BRK
2023-3-19,Miami,Detroit,112,100,202303190DET
2023-3-19,New Orleans,Houston,117,107,202303190HOU
2023-3-19,LA Lakers,Orlando,111,105,202303190LAL
2023-3-19,Milwaukee,Toronto,118,111,202303190MIL
2023-3-19,Oklahoma City,Phoenix,124,120,202303190OKC
2023-3-19,LA Clippers,Portland,117,102,202303190POR
2023-3-19,San Antonio,Atlanta,126,118,202303190SAS
2023-3-20,Charlotte,Indiana,115,109,202303200CHO
2023-3-20,Golden State,Houston,121,108,202303200HOU
2023-3-20,Memphis,Dallas,112,108,202303200MEM
2023-3-20,Minnesota,New York,140,134,202303200NYK
2023-3-20,Chicago,Philadelphia,109,105,202303200PHI
2023-3-20,Utah,Sacramento,128,120,202303200UTA
2023-3-21,Atlanta,Detroit,129,107,202303210ATL
2023-3-21,Cleveland,Brooklyn,115,109,202303210BRK
2023-3-21,Oklahoma City,LA Clippers,101,100,202303210LAC
2023-3-21,New Orleans,San Antonio,119,84,202303210NOP
2023-3-21,Orlando,Washington,122,112,202303210ORL
2023-3-21,Boston,Sacramento,132,109,202303210SAC
2023-3-22,Philadelphia,Chicago,116,91,202303220CHI
2023-3-22,Golden State,Dallas,127,125,202303220DAL
2023-3-22,LA Lakers,Phoenix,122,111,202303220LAL
2023-3-22,Memphis,Houston,130,125,202303220MEM
2023-3-22,Miami,New York,127,120,202303220MIA
2023-3-22,Milwaukee,San Antonio,130,94,202303220MIL
2023-3-22,Minnesota,Atlanta,125,124,202303220MIN
2023-3-22,Indiana,Toronto,118,114,202303220TOR
2023-3-22,Portland,Utah,127,115,202303220UTA
2023-3-22,Denver,Washington,118,104,202303220WAS
2023-3-23,Cleveland,Brooklyn,116,114,202303230BRK
2023-3-23,LA Clippers,Oklahoma City,127,105,202303230LAC
2023-3-23,New Orleans,Charlotte,115,96,202303230NOP
2023-3-23,Orlando,New York,111,106,202303230ORL
2023-3-24,Boston,Indiana,120,95,202303240BOS
2023-3-24,Charlotte,Dallas,117,109,202303240DAL
2023-3-24,Golden State,Philadelphia,120,112,202303240GSW
2023-3-24,LA Lakers,Oklahoma City,116,111,202303240LAL
2023-3-24,Memphis,Houston,151,114,202303240MEM
2023-3-24,Chicago,Portland,124,96,202303240POR
2023-3-24,Sacramento,Phoenix,135,127,202303240SAC
2023-3-24,Toronto,Detroit,118,97,202303240TOR
2023-3-24,Milwaukee,Utah,144,116,202303240UTA
2023-3-24,Washington,San Antonio,136,124,202303240WAS
2023-3-25,Atlanta,Indiana,143,130,202303250ATL
2023-3-25,Denver,Milwaukee,129,106,202303250DEN
2023-3-25,New Orleans,LA Clippers,131,110,202303250LAC
2023-3-25,Brooklyn,Miami,129,100,202303250MIA
2023-3-25,Phoenix,Philadelphia,125,105,202303250PHO
2023-3-25,Sacramento,Utah,121,113,202303250SAC
2023-3-26,Memphis,Atlanta,123,119,202303260ATL
2023-3-26,Boston,San Antonio,137,93,202303260BOS
2023-3-26,Charlotte,Dallas,110,104,202303260CHO
2023-3-26,Cleveland,Houston,108,91,202303260CLE
2023-3-26,Minnesota,Golden State,99,96,202303260GSW
2023-3-26,Chicago,LA Lakers,118,108,202303260LAL
2023-3-26,Orlando,Brooklyn,119,106,202303260ORL
2023-3-26,Oklahoma City,Portland,118,112,202303260POR
2023-3-26,Toronto,Washington,114,104,202303260TOR
2023-3-27,Denver,Philadelphia,116,111,202303270DEN
2023-3-27,Milwaukee,Detroit,126,117,202303270DET
2023-3-27,Dallas,Indiana,127,104,202303270IND
2023-3-27,LA Clippers,Chicago,124,112,202303270LAC
2023-3-27,New York,Houston,137,115,202303270NYK
2023-3-27,New Orleans,Portland,124,90,202303270POR
2023-3-27,Minnesota,Sacramento,119,115,202303270SAC
2023-3-27,Phoenix,Utah,117,103,202303270UTA
2023-3-28,Atlanta,Cleveland,120,118,202303280ATL
2023-3-28,Golden State,New Orleans,120,109,202303280GSW
2023-3-28,Memphis,Orlando,113,108,202303280MEM
2023-3-28,Charlotte,Oklahoma City,137,134,202303280OKC
2023-3-28,Toronto,Miami,106,92,202303280TOR
2023-3-28,Washington,Boston,130,111,202303280WAS
2023-3-29,Brooklyn,Houston,123,114,202303290BRK
2023-3-29,LA Lakers,Chicago,121,110,202303290CHI
2023-3-29,Milwaukee,Indiana,149,136,202303290IND
2023-3-29,LA Clippers,Memphis,141,132,202303290MEM
2023-3-29,New York,Miami,101,92,202303290NYK
2023-3-29,Oklahoma City,Detroit,107,106,202303290OKC
2023-3-29,Philadelphia,Dallas,116,108,202303290PHI
2023-3-29,Phoenix,Minnesota,107,100,202303290PHO
2023-3-29,Sacramento,Portland,120,80,202303290POR
2023-3-29,Utah,San Antonio,128,117,202303290SAS
2023-3-30,New Orleans,Denver,107,88,202303300DEN
2023-3-30,Boston,Milwaukee,140,99,202303300MIL
2023-3-31,Boston,Utah,122,114,202303310BOS
2023-3-31,Brooklyn,Atlanta,124,107,202303310BRK
2023-3-31,Chicago,Charlotte,121,91,202303310CHO
2023-3-31,New York,Cleveland,130,116,202303310CLE
2023-3-31,Golden State,San Antonio,130,115,202303310GSW
2023-3-31,Houston,Detroit,121,115,202303310HOU
2023-3-31,Indiana,Oklahoma City,121,117,202303310IND
2023-3-31,Memphis,LA Clippers,108,94,202303310MEM
2023-3-31,LA Lakers,Minnesota,123,111,202303310MIN
2023-3-31,Philadelphia,Toronto,117,110,202303310PHI
2023-3-31,Phoenix,Denver,100,93,202303310PHO
2023-3-31,Sacramento,Portland,138,114,202303310POR
2023-3-31,Orlando,Washington,116,109,202303310WAS
2023-4-1,Miami,Dallas,129,122,202304010MIA
2023-4-1,New Orleans,LA Clippers,122,114,202304010NOP
2023-4-2,Atlanta,Dallas,132,130,202304020ATL
2023-4-2,Brooklyn,Utah,111,110,202304020BRK
2023-4-2,Chicago,Memphis,128,107,202304020CHI
2023-4-2,Toronto,Charlotte,128,108,202304020CHO
2023-4-2,Cleveland,Indiana,115,105,202304020CLE
2023-4-2,Denver,Golden State,112,110,202304020DEN
2023-4-2,LA Lakers,Houston,134,109,202304020HOU
2023-4-2,Milwaukee,Philadelphia,117,104,202304020MIL
2023-4-2,Portland,Minnesota,107,105,202304020MIN
2023-4-2,New York,Washington,118,109,202304020NYK
2023-4-2,Phoenix,Oklahoma City,128,118,202304020OKC
2023-4-2,Orlando,Detroit,128,102,202304020ORL
2023-4-2,San Antonio,Sacramento,142,134,202304020SAC
2023-04-04,Minnesota,Brooklyn,107,102,202304040BRK
2023-04-04,Atlanta,Chicago,123,105,202304040CHI
2023-04-04,Toronto,Charlotte,120,100,202304040CHO
2023-04-04,Miami,Detroit,118,105,202304040DET
2023-04-04,Golden State,Oklahoma City,136,125,202304040GSW
2023-04-04,Houston,Denver,124,103,202304040HOU
2023-04-04,Memphis,Portland,119,109,202304040MEM
2023-04-04,Sacramento,New Orleans,121,103,202304040NOP
2023-04-04,Cleveland,Orlando,117,113,202304040ORL
2023-04-04,Philadelphia,Boston,103,101,202304040PHI
2023-04-04,Phoenix,San Antonio,115,94,202304040PHO
2023-04-04,LA Lakers,Utah,135,133,202304040UTA
2023-04-04,Milwaukee,Washington,140,128,202304040WAS
2023-04-05,Atlanta,Washington,134,116,202304050ATL
2023-04-05,Boston,Toronto,97,93,202304050BOS
2023-04-05,Dallas,Sacramento,123,119,202304050DAL
2023-04-05,Brooklyn,Detroit,123,108,202304050DET
2023-04-05,New York,Indiana,138,129,202304050IND
2023-04-05,LA Clippers,LA Lakers,125,118,202304050LAC
2023-04-05,Milwaukee,Chicago,105,92,202304050MIL
2023-04-05,New Orleans,Memphis,138,131,202304050NOP
2023-04-06,Cleveland,Orlando,118,94,202304060ORL
2023-04-06,Miami,Philadelphia,129,101,202304060PHI
2023-04-06,Phoenix,Denver,119,115,202304060PHO
2023-04-06,San Antonio,Portland,129,127,202304060SAS
2023-04-06,Oklahoma City,Utah,114,98,202304060UTA
2023-04-07,Philadelphia,Atlanta,136,131,202304070ATL
2023-04-07,Boston,Toronto,121,102,202304070BOS
2023-04-07,Brooklyn,Orlando,101,84,202304070BRK
2023-04-07,Houston,Charlotte,112,109,202304070CHO
2023-04-07,Chicago,Dallas,115,112,202304070DAL
2023-04-07,Detroit,Indiana,122,115,202304070IND
2023-04-07,LA Lakers,Phoenix,121,107,202304070LAL
2023-04-07,Memphis,Milwaukee,137,114,202304070MIL
2023-04-07,New Orleans,New York,113,105,202304070NOP
2023-04-07,Golden State,Sacramento,119,97,202304070SAC
2023-04-07,Washington,Miami,114,108,202304070WAS
2023-04-08,LA Clippers,Portland,136,125,202304080LAC
2023-04-08,Minnesota,San Antonio,151,131,202304080SAS
2023-04-08,Utah,Denver,118,114,202304080UTA
2023-4-9,Boston,Atlanta,120,114,202304090BOS
2023-4-9,Philadelphia,Brooklyn,134,105,202304090BRK
2023-4-9,Chicago,Detroit,103,81,202304090CHI
2023-4-9,Charlotte,Cleveland,106,95,202304090CLE
2023-4-9,San Antonio,Dallas,138,117,202304090DAL
2023-4-9,Denver,Sacramento,109,95,202304090DEN
2023-4-9,LA Lakers,Utah,128,117,202304090LAL
2023-4-9,Miami,Orlando,123,110,202304090MIA
2023-4-9,Minnesota,New Orleans,113,108,202304090MIN
2023-4-9,Indiana,New York,141,136,202304090NYK
2023-4-9,Oklahoma City,Memphis,115,100,202304090OKC
2023-4-9,LA Clippers,Phoenix,119,114,202304090PHO
2023-4-9,Golden State,Portland,157,101,202304090POR
2023-4-9,Toronto,Milwaukee,121,105,202304090TOR
2023-4-9,Houston,Washington,114,109,202304090WAS
