name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,start,win,game_id
Harry Giles,,,,,,,,,,,,,,,,,,,,,0,0,202310270DAL
Trendon Watford,,,,,,,,,,,,,,,,,,,,,0,0,202310270DAL
Jalen Wilson,,,,,,,,,,,,,,,,,,,,,0,0,202310270DAL
Luka Dončić,36.0,16.0,25.0,0.64,9.0,14.0,0.643,8.0,10.0,0.8,1.0,9.0,10.0,7.0,0.0,0.0,0.0,1.0,49.0,9.0,1,1,202310270DAL
Kyrie Irving,33.0,6.0,17.0,0.353,1.0,4.0,0.25,4.0,4.0,1.0,1.0,6.0,7.0,6.0,0.0,0.0,0.0,2.0,17.0,-7.0,1,1,202310270DAL
Grant Williams,29.0,2.0,6.0,0.333,1.0,4.0,0.25,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,2.0,5.0,5.0,-4.0,1,1,202310270DAL
Dereck Lively II,16.0,4.0,4.0,1.0,0.0,0.0,,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,1,1,202310270DAL
Derrick Jones Jr.,14.0,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1,1,202310270DAL
Tim Hardaway Jr.,30.0,6.0,17.0,0.353,3.0,7.0,0.429,4.0,4.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,19.0,13.0,0,1,202310270DAL
Josh Green,27.0,2.0,7.0,0.286,0.0,3.0,0.0,3.0,6.0,0.5,1.0,2.0,3.0,2.0,3.0,0.0,3.0,2.0,7.0,8.0,0,1,202310270DAL
Maxi Kleber,25.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,0,1,202310270DAL
Dwight Powell,12.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0,-6.0,0,1,202310270DAL
Seth Curry,8.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0,1,202310270DAL
Dante Exum,4.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-1.0,0,1,202310270DAL
Jaden Hardy,,,,,,,,,,,,,,,,,,,,,0,1,202310270DAL
Richaun Holmes,,,,,,,,,,,,,,,,,,,,,0,1,202310270DAL
Markieff Morris,,,,,,,,,,,,,,,,,,,,,0,1,202310270DAL
Olivier-Maxence Prosper,,,,,,,,,,,,,,,,,,,,,0,1,202310270DAL
Nikola Jokić,34.0,8.0,14.0,0.571,1.0,4.0,0.25,5.0,6.0,0.833,3.0,9.0,12.0,7.0,1.0,1.0,9.0,1.0,22.0,6.0,1,1,202310270MEM
Kentavious Caldwell-Pope,34.0,3.0,10.0,0.3,2.0,6.0,0.333,0.0,0.0,,0.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,8.0,6.0,1,1,202310270MEM
Jamal Murray,33.0,7.0,17.0,0.412,4.0,9.0,0.444,4.0,4.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,3.0,2.0,22.0,8.0,1,1,202310270MEM
Aaron Gordon,30.0,5.0,11.0,0.455,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,10.0,8.0,1,1,202310270MEM
Michael Porter Jr.,28.0,3.0,7.0,0.429,2.0,5.0,0.4,1.0,1.0,1.0,1.0,12.0,13.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,1,1,202310270MEM
Reggie Jackson,21.0,7.0,13.0,0.538,2.0,5.0,0.4,0.0,0.0,,0.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,16.0,-4.0,0,1,202310270MEM
Christian Braun,18.0,2.0,6.0,0.333,1.0,4.0,0.25,0.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0,0,1,202310270MEM
Peyton Watson,18.0,3.0,4.0,0.75,2.0,3.0,0.667,1.0,2.0,0.5,0.0,3.0,3.0,0.0,1.0,3.0,1.0,3.0,9.0,-4.0,0,1,202310270MEM
Zeke Nnaji,13.0,3.0,4.0,0.75,0.0,0.0,,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,7.0,-2.0,0,1,202310270MEM
Julian Strawther,5.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,0,1,202310270MEM
Justin Holiday,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM
DeAndre Jordan,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM
Braxton Key,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM
Jalen Pickett,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM
Hunter Tyson,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM
Xavier Tillman Sr.,34.0,5.0,9.0,0.556,1.0,3.0,0.333,2.0,4.0,0.5,2.0,6.0,8.0,2.0,3.0,2.0,5.0,5.0,13.0,-5.0,1,0,202310270MEM
Desmond Bane,31.0,4.0,17.0,0.235,1.0,10.0,0.1,6.0,6.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,15.0,-8.0,1,0,202310270MEM
Ziaire Williams,31.0,3.0,10.0,0.3,0.0,3.0,0.0,5.0,5.0,1.0,2.0,7.0,9.0,3.0,0.0,0.0,4.0,0.0,11.0,0.0,1,0,202310270MEM
Marcus Smart,30.0,7.0,13.0,0.538,3.0,7.0,0.429,3.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,0.0,2.0,3.0,20.0,-6.0,1,0,202310270MEM
Jaren Jackson Jr.,28.0,9.0,13.0,0.692,2.0,2.0,1.0,1.0,2.0,0.5,2.0,7.0,9.0,2.0,0.0,3.0,0.0,5.0,21.0,-1.0,1,0,202310270MEM
John Konchar,30.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,6.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,0,0,202310270MEM
Derrick Rose,21.0,6.0,14.0,0.429,2.0,3.0,0.667,2.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,0.0,3.0,2.0,16.0,-1.0,0,0,202310270MEM
Jake LaRavia,16.0,2.0,3.0,0.667,1.0,2.0,0.5,1.0,2.0,0.5,3.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,6.0,6.0,0,0,202310270MEM
David Roddy,15.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,-8.0,0,0,202310270MEM
Jacob Gilyard,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM
Gregory Jackson II,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM
Kenneth Lofton Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM
Ja Morant,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM
Vince Williams Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM
Franz Wagner,35.0,6.0,16.0,0.375,3.0,9.0,0.333,8.0,9.0,0.889,0.0,5.0,5.0,3.0,1.0,1.0,3.0,2.0,23.0,11.0,1,1,202310270POR
Paolo Banchero,35.0,5.0,12.0,0.417,0.0,0.0,,4.0,9.0,0.444,2.0,5.0,7.0,4.0,2.0,0.0,3.0,1.0,14.0,2.0,1,1,202310270POR
Jalen Suggs,26.0,4.0,5.0,0.8,0.0,1.0,0.0,3.0,3.0,1.0,0.0,5.0,5.0,2.0,4.0,2.0,1.0,3.0,11.0,3.0,1,1,202310270POR
Wendell Carter Jr.,26.0,2.0,7.0,0.286,1.0,3.0,0.333,3.0,4.0,0.75,2.0,7.0,9.0,1.0,0.0,0.0,2.0,1.0,8.0,6.0,1,1,202310270POR
Markelle Fultz,24.0,4.0,8.0,0.5,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,8.0,11.0,1,1,202310270POR
Cole Anthony,28.0,6.0,15.0,0.4,3.0,7.0,0.429,3.0,6.0,0.5,1.0,3.0,4.0,2.0,0.0,1.0,1.0,3.0,18.0,-9.0,0,1,202310270POR
Moritz Wagner,21.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,5.0,9.0,1.0,1.0,1.0,1.0,2.0,17.0,-1.0,0,1,202310270POR
Gary Harris,18.0,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0,1,202310270POR
Joe Ingles,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,0,1,202310270POR
Jonathan Isaac,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,-3.0,0,1,202310270POR
Goga Bitadze,,,,,,,,,,,,,,,,,,,,,0,1,202310270POR
Anthony Black,,,,,,,,,,,,,,,,,,,,,0,1,202310270POR
Caleb Houstan,,,,,,,,,,,,,,,,,,,,,0,1,202310270POR
Jett Howard,,,,,,,,,,,,,,,,,,,,,0,1,202310270POR
Chuma Okeke,,,,,,,,,,,,,,,,,,,,,0,1,202310270POR
Shaedon Sharpe,41.0,9.0,23.0,0.391,4.0,11.0,0.364,2.0,2.0,1.0,4.0,1.0,5.0,2.0,2.0,0.0,3.0,1.0,24.0,-4.0,1,0,202310270POR
Jerami Grant,36.0,4.0,14.0,0.286,1.0,5.0,0.2,6.0,7.0,0.857,0.0,4.0,4.0,3.0,2.0,0.0,3.0,5.0,15.0,2.0,1,0,202310270POR
Deandre Ayton,30.0,7.0,9.0,0.778,0.0,0.0,,0.0,0.0,,4.0,11.0,15.0,1.0,0.0,0.0,2.0,4.0,14.0,6.0,1,0,202310270POR
Scoot Henderson,25.0,3.0,12.0,0.25,1.0,5.0,0.2,0.0,0.0,,2.0,1.0,3.0,2.0,1.0,0.0,5.0,5.0,7.0,-3.0,1,0,202310270POR
Matisse Thybulle,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,-15.0,1,0,202310270POR
Malcolm Brogdon,30.0,6.0,15.0,0.4,2.0,6.0,0.333,4.0,6.0,0.667,2.0,5.0,7.0,1.0,0.0,0.0,2.0,2.0,18.0,-4.0,0,0,202310270POR
Toumani Camara,22.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0,202310270POR
Robert Williams,20.0,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,6.0,-10.0,0,0,202310270POR
Jabari Walker,9.0,2.0,3.0,0.667,1.0,2.0,0.5,4.0,4.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,0,0,202310270POR
Skylar Mays,7.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,202310270POR
Moses Brown,,,,,,,,,,,,,,,,,,,,,0,0,202310270POR
Kris Murray,,,,,,,,,,,,,,,,,,,,,0,0,202310270POR
Rayan Rupert,,,,,,,,,,,,,,,,,,,,,0,0,202310270POR
Stephen Curry,34.0,14.0,19.0,0.737,7.0,10.0,0.7,6.0,6.0,1.0,1.0,3.0,4.0,4.0,2.0,0.0,4.0,0.0,41.0,10.0,1,1,202310270SAC
Chris Paul,33.0,5.0,12.0,0.417,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,12.0,3.0,0.0,3.0,2.0,10.0,2.0,1,1,202310270SAC
Klay Thompson,32.0,7.0,12.0,0.583,2.0,4.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,3.0,4.0,18.0,4.0,1,1,202310270SAC
Kevon Looney,28.0,4.0,6.0,0.667,0.0,0.0,,0.0,0.0,,3.0,9.0,12.0,6.0,3.0,1.0,1.0,3.0,8.0,4.0,1,1,202310270SAC
Andrew Wiggins,26.0,5.0,13.0,0.385,0.0,3.0,0.0,1.0,2.0,0.5,1.0,4.0,5.0,3.0,0.0,2.0,2.0,4.0,11.0,2.0,1,1,202310270SAC
Jonathan Kuminga,25.0,5.0,11.0,0.455,1.0,3.0,0.333,1.0,2.0,0.5,1.0,4.0,5.0,0.0,0.0,0.0,2.0,3.0,12.0,9.0,0,1,202310270SAC
Moses Moody,21.0,4.0,5.0,0.8,2.0,3.0,0.667,0.0,0.0,,0.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,10.0,11.0,0,1,202310270SAC
Gary Payton II,18.0,2.0,4.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,7.0,-3.0,0,1,202310270SAC
Dario Šarić,14.0,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,1.0,4.0,5.0,-6.0,0,1,202310270SAC
Trayce Jackson-Davis,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0,1,202310270SAC
Cory Joseph,,,,,,,,,,,,,,,,,,,,,0,1,202310270SAC
Brandin Podziemski,,,,,,,,,,,,,,,,,,,,,0,1,202310270SAC
Keegan Murray,39.0,6.0,16.0,0.375,3.0,11.0,0.273,1.0,2.0,0.5,3.0,4.0,7.0,1.0,2.0,1.0,4.0,2.0,16.0,-11.0,1,0,202310270SAC
De'Aaron Fox,39.0,14.0,28.0,0.5,5.0,9.0,0.556,6.0,7.0,0.857,0.0,4.0,4.0,4.0,2.0,0.0,2.0,3.0,39.0,1.0,1,0,202310270SAC
Domantas Sabonis,35.0,7.0,15.0,0.467,0.0,2.0,0.0,5.0,6.0,0.833,4.0,14.0,18.0,7.0,3.0,0.0,1.0,1.0,19.0,-9.0,1,0,202310270SAC
Harrison Barnes,30.0,4.0,5.0,0.8,1.0,2.0,0.5,1.0,4.0,0.25,1.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,10.0,-9.0,1,0,202310270SAC
Kevin Huerter,15.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-2.0,1,0,202310270SAC
Chris Duarte,26.0,1.0,7.0,0.143,0.0,4.0,0.0,2.0,3.0,0.667,0.0,1.0,1.0,3.0,1.0,0.0,1.0,6.0,4.0,0.0,0,0,202310270SAC
Malik Monk,17.0,2.0,4.0,0.5,1.0,2.0,0.5,4.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,2.0,9.0,-6.0,0,0,202310270SAC
Sasha Vezenkov,12.0,4.0,6.0,0.667,2.0,4.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0,0,202310270SAC
JaVale McGee,12.0,3.0,6.0,0.5,0.0,0.0,,1.0,3.0,0.333,2.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,0,0,202310270SAC
Davion Mitchell,10.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,-8.0,0,0,202310270SAC
Colby Jones,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,202310270SAC
Kessler Edwards,,,,,,,,,,,,,,,,,,,,,0,0,202310270SAC
Keon Ellis,,,,,,,,,,,,,,,,,,,,,0,0,202310270SAC
Alex Len,,,,,,,,,,,,,,,,,,,,,0,0,202310270SAC
Jalen Slawson,,,,,,,,,,,,,,,,,,,,,0,0,202310270SAC
Fred VanVleet,44.0,10.0,20.0,0.5,2.0,10.0,0.2,2.0,3.0,0.667,0.0,8.0,8.0,12.0,0.0,0.0,3.0,5.0,24.0,-9.0,1,0,202310270SAS
Alperen Şengün,40.0,11.0,18.0,0.611,1.0,3.0,0.333,2.0,6.0,0.333,6.0,8.0,14.0,7.0,2.0,1.0,6.0,6.0,25.0,-4.0,1,0,202310270SAS
Dillon Brooks,39.0,7.0,13.0,0.538,1.0,2.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,4.0,17.0,4.0,1,0,202310270SAS
Jalen Green,37.0,10.0,20.0,0.5,2.0,6.0,0.333,0.0,0.0,,1.0,4.0,5.0,4.0,0.0,0.0,2.0,2.0,22.0,-3.0,1,0,202310270SAS
Jabari Smith Jr.,37.0,5.0,16.0,0.313,2.0,8.0,0.25,1.0,4.0,0.25,4.0,5.0,9.0,0.0,1.0,0.0,2.0,4.0,13.0,-6.0,1,0,202310270SAS
Jeff Green,20.0,4.0,4.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,-1.0,0,0,202310270SAS
Jae'Sean Tate,13.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,-8.0,0,0,202310270SAS
Amen Thompson,12.0,2.0,4.0,0.5,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,4.0,1.0,0,0,202310270SAS
Reggie Bullock,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0,0,202310270SAS
Boban Marjanović,7.0,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,0,0,202310270SAS
Aaron Holiday,,,,,,,,,,,,,,,,,,,,,0,0,202310270SAS
Jermaine Samuels,,,,,,,,,,,,,,,,,,,,,0,0,202310270SAS
Cam Whitmore,,,,,,,,,,,,,,,,,,,,,0,0,202310270SAS
Jeenathan Williams,,,,,,,,,,,,,,,,,,,,,0,0,202310270SAS
Devin Vassell,39.0,7.0,13.0,0.538,3.0,7.0,0.429,8.0,11.0,0.727,0.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,25.0,2.0,1,1,202310270SAS
Zach Collins,38.0,4.0,12.0,0.333,0.0,7.0,0.0,1.0,3.0,0.333,0.0,6.0,6.0,8.0,4.0,0.0,4.0,5.0,9.0,-4.0,1,1,202310270SAS
Keldon Johnson,35.0,8.0,14.0,0.571,3.0,7.0,0.429,1.0,2.0,0.5,2.0,2.0,4.0,4.0,0.0,1.0,3.0,5.0,20.0,-2.0,1,1,202310270SAS
Victor Wembanyama,30.0,7.0,19.0,0.368,0.0,6.0,0.0,7.0,8.0,0.875,5.0,7.0,12.0,1.0,3.0,3.0,4.0,2.0,21.0,9.0,1,1,202310270SAS
Jeremy Sochan,26.0,5.0,9.0,0.556,0.0,1.0,0.0,4.0,4.0,1.0,1.0,4.0,5.0,4.0,2.0,0.0,2.0,3.0,14.0,-8.0,1,1,202310270SAS
Tre Jones,32.0,3.0,8.0,0.375,0.0,3.0,0.0,0.0,0.0,,3.0,3.0,6.0,8.0,2.0,0.0,0.0,0.0,6.0,14.0,0,1,202310270SAS
Cedi Osman,23.0,5.0,7.0,0.714,4.0,6.0,0.667,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,14.0,9.0,0,1,202310270SAS
Doug McDermott,16.0,3.0,5.0,0.6,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-4.0,0,1,202310270SAS
Malaki Branham,14.0,4.0,7.0,0.571,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,9.0,7.0,0,1,202310270SAS
Charles Bassey,7.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,0,1,202310270SAS
Dominick Barlow,,,,,,,,,,,,,,,,,,,,,0,1,202310270SAS
Julian Champagnie,,,,,,,,,,,,,,,,,,,,,0,1,202310270SAS
Devonte' Graham,,,,,,,,,,,,,,,,,,,,,0,1,202310270SAS
Sandro Mamukelashvili,,,,,,,,,,,,,,,,,,,,,0,1,202310270SAS
Blake Wesley,,,,,,,,,,,,,,,,,,,,,0,1,202310270SAS
Paul George,37.0,9.0,17.0,0.529,3.0,9.0,0.333,15.0,15.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,36.0,3.0,1,0,202310270UTA
Russell Westbrook,36.0,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,8.0,9.0,4.0,1.0,1.0,5.0,4.0,4.0,-4.0,1,0,202310270UTA
Kawhi Leonard,36.0,10.0,22.0,0.455,4.0,10.0,0.4,1.0,3.0,0.333,3.0,6.0,9.0,5.0,2.0,0.0,1.0,1.0,25.0,9.0,1,0,202310270UTA
Robert Covington,19.0,1.0,3.0,0.333,1.0,3.0,0.333,1.0,2.0,0.5,0.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,4.0,-6.0,1,0,202310270UTA
Ivica Zubac,19.0,3.0,6.0,0.5,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,6.0,1.0,1,0,202310270UTA
Nicolas Batum,30.0,3.0,4.0,0.75,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,3.0,1.0,3.0,0.0,4.0,8.0,-4.0,0,0,202310270UTA
Norman Powell,25.0,7.0,10.0,0.7,2.0,4.0,0.5,4.0,4.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,20.0,3.0,0,0,202310270UTA
Bones Hyland,22.0,5.0,10.0,0.5,2.0,5.0,0.4,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,12.0,-1.0,0,0,202310270UTA
Mason Plumlee,11.0,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.5,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,-11.0,0,0,202310270UTA
Kobe Brown,,,,,,,,,,,,,,,,,,,,,0,0,202310270UTA
Amir Coffey,,,,,,,,,,,,,,,,,,,,,0,0,202310270UTA
Moussa Diabaté,,,,,,,,,,,,,,,,,,,,,0,0,202310270UTA
Kenyon Martin Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310270UTA
Jordan Miller,,,,,,,,,,,,,,,,,,,,,0,0,202310270UTA
Lauri Markkanen,34.0,12.0,23.0,0.522,5.0,13.0,0.385,6.0,6.0,1.0,5.0,7.0,12.0,3.0,0.0,0.0,3.0,2.0,35.0,11.0,1,1,202310270UTA
John Collins,34.0,4.0,11.0,0.364,1.0,5.0,0.2,4.0,4.0,1.0,5.0,7.0,12.0,0.0,0.0,1.0,0.0,4.0,13.0,-4.0,1,1,202310270UTA
Jordan Clarkson,33.0,4.0,13.0,0.308,3.0,5.0,0.6,2.0,3.0,0.667,1.0,3.0,4.0,6.0,1.0,0.0,2.0,0.0,13.0,-2.0,1,1,202310270UTA
Talen Horton-Tucker,26.0,3.0,10.0,0.3,2.0,5.0,0.4,2.0,2.0,1.0,0.0,3.0,3.0,8.0,3.0,1.0,2.0,1.0,10.0,4.0,1,1,202310270UTA
Walker Kessler,21.0,3.0,6.0,0.5,1.0,2.0,0.5,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,1,1,202310270UTA
Kelly Olynyk,26.0,5.0,6.0,0.833,2.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,15.0,-4.0,0,1,202310270UTA
Collin Sexton,19.0,5.0,12.0,0.417,0.0,2.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,13.0,-4.0,0,1,202310270UTA
Kris Dunn,18.0,2.0,7.0,0.286,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,3.0,6.0,4.0,8.0,0,1,202310270UTA
Ochai Agbaji,12.0,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,-2.0,0,1,202310270UTA
Keyonte George,12.0,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,8.0,-3.0,0,1,202310270UTA
Simone Fontecchio,,,,,,,,,,,,,,,,,,,,,0,1,202310270UTA
Taylor Hendricks,,,,,,,,,,,,,,,,,,,,,0,1,202310270UTA
Luka Šamanić,,,,,,,,,,,,,,,,,,,,,0,1,202310270UTA
Brice Sensabaugh,,,,,,,,,,,,,,,,,,,,,0,1,202310270UTA
Omer Yurtseven,,,,,,,,,,,,,,,,,,,,,0,1,202310270UTA
