date,team_visitor,team_home
2025-01-20,Utah,New Orleans
2025-01-20,Phoenix,Cleveland
2025-01-20,Detroit,Houston
2025-01-20,Minnesota,Memphis
2025-01-20,Dallas,Charlotte
2025-01-20,Atlanta,New York
2025-01-21,New York,Brooklyn
2025-01-21,Portland,Miami
2025-01-21,Orlando,Toronto
2025-01-21,Philadelphia,Denver
2025-01-21,Chicago,LA Clippers
2025-01-21,Washington,LA Lakers
2025-01-22,Boston,LA Clippers
2025-01-22,Golden State,Sacramento
2025-01-22,Utah,Oklahoma City
2025-01-22,Milwaukee,New Orleans
2025-01-22,Cleveland,Houston
2025-01-22,Minnesota,Dallas
2025-01-22,Phoenix,Brooklyn
2025-01-22,Detroit,Atlanta
2025-01-22,Charlotte,Memphis
2025-01-23,Washington,Utah
2025-01-23,Boston,LA Lakers
2025-01-23,Chicago,Golden State
2025-01-23,Sacramento,Denver
2025-01-23,Portland,Orlando
2025-01-23,Miami,Milwaukee
2025-01-23,Toronto,Atlanta
2025-01-23,San Antonio,Indiana
2025-01-23,Dallas,Oklahoma City
2025-01-24,Portland,Charlotte
2025-01-24,Cleveland,Philadelphia
2025-01-24,New Orleans,Memphis
2025-01-25,Philadelphia,Chicago
2025-01-25,Milwaukee,LA Clippers
2025-01-25,Washington,Phoenix
2025-01-25,LA Lakers,Golden State
2025-01-25,Utah,Memphis
2025-01-25,Sacramento,New York
2025-01-25,Houston,Cleveland
2025-01-25,Detroit,Orlando
2025-01-25,New Orleans,Charlotte
2025-01-25,Miami,Brooklyn
2025-01-25,Boston,Dallas
2025-01-25,Denver,Minnesota
2025-01-25,Indiana,San Antonio
2025-01-25,Toronto,Atlanta
2025-01-26,Oklahoma City,Portland
2025-01-27,Washington,Dallas
2025-01-27,LA Clippers,Phoenix
2025-01-27,Milwaukee,Utah
2025-01-27,Denver,Chicago
2025-01-27,New Orleans,Toronto
2025-01-27,Atlanta,Minnesota
2025-01-27,Orlando,Miami
2025-01-27,Sacramento,Brooklyn
2025-01-27,Houston,Boston
2025-01-27,Detroit,Cleveland
2025-01-27,LA Lakers,Charlotte
2025-01-27,Memphis,New York
2025-01-28,LA Lakers,Philadelphia
2025-01-28,Utah,Golden State
2025-01-28,Milwaukee,Portland
2025-01-29,LA Clippers,San Antonio
2025-01-29,Dallas,New Orleans
2025-01-29,Sacramento,Philadelphia
2025-01-29,Denver,New York
2025-01-29,Brooklyn,Charlotte
2025-01-29,Chicago,Boston
2025-01-29,Toronto,Washington
2025-01-29,Detroit,Indiana
2025-01-29,Minnesota,Phoenix
2025-01-29,Cleveland,Miami
2025-01-29,Oklahoma City,Golden State
2025-01-30,Minnesota,Utah
2025-01-30,Orlando,Portland
2025-01-30,Atlanta,Cleveland
2025-01-30,LA Lakers,Washington
2025-01-30,Houston,Memphis
2025-01-31,LA Clippers,Charlotte
2025-01-31,Dallas,Detroit
2025-01-31,Denver,Philadelphia
2025-01-31,Chicago,Toronto
2025-01-31,Boston,New Orleans
2025-01-31,Milwaukee,San Antonio
2025-01-31,Phoenix,Golden State
2025-02-01,Phoenix,Portland
2025-02-01,Miami,San Antonio
2025-02-01,LA Lakers,New York
2025-02-01,Sacramento,Oklahoma City
2025-02-01,Washington,Minnesota
2025-02-01,Brooklyn,Houston
2025-02-01,Denver,Charlotte
2025-02-01,Orlando,Utah
2025-02-01,Atlanta,Indiana
2025-02-02,Chicago,Detroit
2025-02-02,Dallas,Cleveland
2025-02-02,LA Clippers,Toronto
2025-02-02,Boston,Philadelphia
2025-02-02,Memphis,Milwaukee
2025-02-03,Orlando,Golden State
2025-02-03,Indiana,Utah
2025-02-03,New Orleans,Denver
2025-02-03,Milwaukee,Oklahoma City
2025-02-03,Phoenix,Portland
2025-02-03,San Antonio,Memphis
2025-02-03,Houston,New York
2025-02-03,Atlanta,Detroit
2025-02-03,Washington,Charlotte
2025-02-03,Sacramento,Minnesota
2025-02-04,Indiana,Portland
2025-02-04,LA Lakers,LA Clippers
2025-02-04,Miami,Chicago
2025-02-04,Houston,Brooklyn
2025-02-04,Dallas,Philadelphia
2025-02-04,Boston,Cleveland
2025-02-04,New York,Toronto
2025-02-05,New Orleans,Denver
2025-02-05,Golden State,Utah
2025-02-05,Phoenix,Oklahoma City
2025-02-05,Chicago,Minnesota
2025-02-05,Memphis,Toronto
2025-02-05,Orlando,Sacramento
2025-02-05,Washington,Brooklyn
2025-02-05,San Antonio,Atlanta
2025-02-05,Cleveland,Detroit
2025-02-05,Milwaukee,Charlotte
2025-02-05,Miami,Philadelphia
2025-02-06,Indiana,LA Clippers
2025-02-06,Golden State,LA Lakers
2025-02-06,Sacramento,Portland
2025-02-06,Houston,Minnesota
2025-02-06,Dallas,Boston
2025-02-06,Orlando,Denver
2025-02-07,Utah,Phoenix
2025-02-07,San Antonio,Charlotte
2025-02-07,Cleveland,Washington
2025-02-07,Milwaukee,Atlanta
2025-02-07,Miami,Brooklyn
2025-02-07,Philadelphia,Detroit
2025-02-07,Toronto,Oklahoma City
2025-02-08,Boston,New York
2025-02-08,Portland,Minnesota
2025-02-08,New Orleans,Sacramento
2025-02-08,Denver,Phoenix
2025-02-08,Oklahoma City,Memphis
2025-02-08,Utah,LA Clippers
2025-02-08,Atlanta,Washington
2025-02-08,San Antonio,Orlando
2025-02-08,Indiana,LA Lakers
2025-02-08,Houston,Dallas
2025-02-08,Golden State,Chicago
2025-02-09,Philadelphia,Milwaukee
2025-02-09,Toronto,Houston
2025-02-09,Charlotte,Detroit
2025-02-10,Minnesota,Cleveland
2025-02-10,Atlanta,Orlando
2025-02-10,San Antonio,Washington
2025-02-10,Charlotte,Brooklyn
2025-02-10,Boston,Miami
2025-02-10,Golden State,Milwaukee
2025-02-10,New Orleans,Oklahoma City
2025-02-10,Sacramento,Dallas
2025-02-10,Portland,Denver
2025-02-11,Utah,LA Lakers
2025-02-11,Memphis,Phoenix
2025-02-11,Toronto,Philadelphia
2025-02-11,New York,Indiana
2025-02-11,Detroit,Chicago
2025-02-12,Miami,Oklahoma City
2025-02-12,Memphis,LA Clippers
2025-02-12,Golden State,Dallas
2025-02-12,LA Lakers,Utah
2025-02-12,Portland,Denver
2025-02-12,Phoenix,Houston
2025-02-12,Sacramento,New Orleans
2025-02-12,Philadelphia,Brooklyn
2025-02-12,Detroit,Chicago
2025-02-12,Cleveland,Toronto
2025-02-12,Atlanta,New York
2025-02-12,Indiana,Washington
2025-02-12,Charlotte,Orlando
2025-02-12,San Antonio,Boston
2025-02-12,Milwaukee,Minnesota
2025-02-13,Golden State,Houston
2025-02-13,Sacramento,New Orleans
2025-02-13,Miami,Dallas
2025-02-13,Oklahoma City,Minnesota
2025-02-20,Charlotte,Denver
2025-02-20,LA Lakers,Portland
2025-02-20,Phoenix,San Antonio
2025-02-20,LA Clippers,Milwaukee
2025-02-20,Memphis,Indiana
2025-02-20,Cleveland,Brooklyn
2025-02-20,Orlando,Atlanta
2025-02-20,Boston,Philadelphia
2025-02-20,Chicago,New York
2025-02-21,New York,Cleveland
2025-02-21,Memphis,Orlando
2025-02-21,Milwaukee,Washington
2025-02-21,Miami,Toronto
2025-02-21,Minnesota,Houston
2025-02-21,Detroit,San Antonio
2025-02-21,New Orleans,Dallas
2025-02-21,Oklahoma City,Utah
2025-02-21,Golden State,Sacramento
2025-02-22,Charlotte,Portland
2025-02-22,Houston,Utah
2025-02-22,LA Lakers,Denver
2025-02-22,Phoenix,Chicago
2025-02-22,Brooklyn,Philadelphia
2025-02-23,New York,Boston
2025-02-23,Dallas,Golden State
2025-02-23,LA Clippers,Indiana
2025-02-23,Detroit,Atlanta
2025-02-23,Washington,Orlando
2025-02-23,Phoenix,Toronto
2025-02-23,Miami,Milwaukee
2025-02-23,San Antonio,New Orleans
2025-02-23,Memphis,Cleveland
2025-02-23,Oklahoma City,Minnesota
2025-02-24,Minnesota,Oklahoma City
2025-02-24,Charlotte,Sacramento
2025-02-24,Miami,Atlanta
2025-02-24,Portland,Utah
2025-02-24,Chicago,Philadelphia
2025-02-24,LA Clippers,Detroit
2025-02-24,Brooklyn,Washington
2025-02-24,Denver,Indiana
2025-02-25,Boston,Toronto
2025-02-25,Cleveland,Orlando
2025-02-25,Milwaukee,Houston
2025-02-25,Phoenix,Memphis
2025-02-25,San Antonio,New Orleans
2025-02-25,Charlotte,Golden State
2025-02-25,Dallas,LA Lakers
2025-02-26,San Antonio,Houston
2025-02-26,LA Clippers,Chicago
2025-02-26,Atlanta,Miami
2025-02-26,Oklahoma City,Brooklyn
2025-02-26,Sacramento,Utah
2025-02-26,Philadelphia,New York
2025-02-26,Toronto,Indiana
2025-02-26,Portland,Washington
2025-02-26,Boston,Detroit
2025-02-27,Minnesota,LA Lakers
2025-02-27,New Orleans,Phoenix
2025-02-27,Golden State,Orlando
2025-02-27,Denver,Milwaukee
2025-02-27,Charlotte,Dallas
2025-02-28,Denver,Detroit
2025-02-28,Cleveland,Boston
2025-02-28,Portland,Brooklyn
2025-02-28,Toronto,Chicago
2025-02-28,New York,Memphis
2025-02-28,Indiana,Miami
2025-02-28,New Orleans,Phoenix
2025-02-28,Minnesota,Utah
2025-02-28,LA Clippers,LA Lakers
2025-02-28,Oklahoma City,Atlanta
2025-03-01,Golden State,Philadelphia
2025-03-01,San Antonio,Memphis
2025-03-01,Milwaukee,Dallas
2025-03-01,Sacramento,Houston
2025-03-01,Washington,Charlotte
2025-03-01,Brooklyn,Detroit
2025-03-02,LA Clippers,LA Lakers
2025-03-02,New Orleans,Utah
2025-03-02,Oklahoma City,San Antonio
2025-03-02,Toronto,Orlando
2025-03-02,Minnesota,Phoenix
2025-03-02,Chicago,Indiana
2025-03-02,Portland,Cleveland
2025-03-02,Denver,Boston
2025-03-02,New York,Miami
2025-03-03,Golden State,Charlotte
2025-03-03,Portland,Philadelphia
2025-03-03,Washington,Miami
2025-03-03,Atlanta,Memphis
2025-03-03,Houston,Oklahoma City
2025-03-03,Sacramento,Dallas
2025-03-03,Detroit,Utah
2025-03-04,Brooklyn,San Antonio
2025-03-04,New Orleans,LA Lakers
2025-03-04,LA Clippers,Phoenix
2025-03-04,Philadelphia,Minnesota
2025-03-04,Houston,Indiana
2025-03-04,Golden State,New York
2025-03-04,Milwaukee,Atlanta
2025-03-04,Toronto,Orlando
2025-03-04,Cleveland,Chicago
2025-03-05,Portland,Boston
2025-03-05,Minnesota,Charlotte
2025-03-05,Miami,Cleveland
2025-03-05,Utah,Washington
2025-03-05,Oklahoma City,Memphis
2025-03-05,Sacramento,Denver
2025-03-05,Dallas,Milwaukee
2025-03-05,Detroit,LA Clippers
2025-03-06,New York,LA Lakers
2025-03-06,Houston,New Orleans
2025-03-06,Golden State,Brooklyn
2025-03-06,Indiana,Atlanta
2025-03-06,Philadelphia,Boston
2025-03-07,Cleveland,Charlotte
2025-03-07,Memphis,Dallas
2025-03-07,Utah,Toronto
2025-03-07,Minnesota,Miami
2025-03-07,Portland,Oklahoma City
2025-03-07,Phoenix,Denver
2025-03-07,San Antonio,Sacramento
2025-03-07,New York,LA Clippers
2025-03-08,Detroit,Golden State
2025-03-08,LA Lakers,Boston
2025-03-08,Chicago,Miami
2025-03-08,Orlando,Milwaukee
2025-03-08,Indiana,Atlanta
2025-03-08,New Orleans,Houston
2025-03-08,Brooklyn,Charlotte
2025-03-08,Washington,Toronto
2025-03-09,Sacramento,LA Clippers
2025-03-09,Detroit,Portland
2025-03-09,San Antonio,Minnesota
2025-03-09,Cleveland,Milwaukee
2025-03-09,Memphis,New Orleans
2025-03-09,Phoenix,Dallas
2025-03-09,Denver,Oklahoma City
2025-03-09,Utah,Philadelphia
2025-03-10,Phoenix,Memphis
2025-03-10,New York,Sacramento
2025-03-10,Portland,Golden State
2025-03-10,Dallas,San Antonio
2025-03-10,Orlando,Houston
2025-03-10,Denver,Oklahoma City
2025-03-10,Washington,Toronto
2025-03-10,Charlotte,Miami
2025-03-10,LA Lakers,Brooklyn
2025-03-10,Utah,Boston
2025-03-10,Philadelphia,Atlanta
2025-03-10,Indiana,Chicago
2025-03-11,Brooklyn,Cleveland
2025-03-11,Washington,Detroit
2025-03-11,Milwaukee,Indiana
2025-03-11,LA Clippers,New Orleans
2025-03-12,New York,Portland
2025-03-12,Dallas,San Antonio
2025-03-12,LA Clippers,Miami
2025-03-12,Utah,Memphis
2025-03-12,Minnesota,Denver
2025-03-12,Philadelphia,Toronto
2025-03-12,Oklahoma City,Boston
2025-03-12,Charlotte,Atlanta
2025-03-12,Chicago,Orlando
2025-03-12,Phoenix,Houston
2025-03-13,Washington,Detroit
2025-03-13,LA Lakers,Milwaukee
2025-03-13,Brooklyn,Chicago
2025-03-13,Sacramento,Golden State
2025-03-14,Sacramento,Phoenix
2025-03-14,Toronto,Utah
2025-03-14,LA Lakers,Denver
2025-03-14,Charlotte,San Antonio
2025-03-14,Orlando,Minnesota
2025-03-14,Indiana,Philadelphia
2025-03-14,Dallas,Houston
2025-03-14,LA Clippers,Atlanta
2025-03-14,Boston,Miami
2025-03-14,Cleveland,Memphis
2025-03-15,New York,Golden State
2025-03-15,Washington,Denver
2025-03-15,Indiana,Milwaukee
2025-03-15,New Orleans,San Antonio
2025-03-15,Chicago,Houston
2025-03-15,Oklahoma City,Detroit
2025-03-15,Miami,Memphis
2025-03-15,Boston,Brooklyn
2025-03-16,Philadelphia,Dallas
2025-03-16,Phoenix,LA Lakers
2025-03-16,Atlanta,Brooklyn
2025-03-16,Orlando,Cleveland
2025-03-16,Toronto,Portland
2025-03-16,Utah,Minnesota
2025-03-16,Oklahoma City,Milwaukee
2025-03-16,Washington,LA Clippers
2025-03-17,Memphis,Sacramento
2025-03-17,Toronto,Phoenix
2025-03-17,Denver,Golden State
2025-03-17,Chicago,Utah
2025-03-17,Detroit,New Orleans
2025-03-17,Indiana,Minnesota
2025-03-17,Philadelphia,Houston
2025-03-17,Miami,New York
2025-03-17,Orlando,San Antonio
2025-03-18,Atlanta,Charlotte
2025-03-18,Brooklyn,Boston
2025-03-18,Washington,Portland
2025-03-18,Cleveland,LA Clippers
2025-03-18,Milwaukee,LA Lakers
2025-03-19,Toronto,Golden State
2025-03-19,Memphis,Portland
2025-03-19,Chicago,Phoenix
2025-03-19,Denver,LA Lakers
2025-03-19,LA Clippers,Utah
2025-03-19,Cleveland,Sacramento
2025-03-19,Philadelphia,Oklahoma City
2025-03-19,Dallas,Indiana
2025-03-19,Houston,Orlando
2025-03-19,New York,San Antonio
2025-03-19,New Orleans,Minnesota
2025-03-19,Detroit,Miami
2025-03-20,New York,Charlotte
2025-03-20,Brooklyn,Indiana
2025-03-20,Milwaukee,Golden State
2025-03-20,Chicago,Sacramento
2025-03-21,Memphis,LA Clippers
2025-03-21,Denver,Portland
2025-03-21,Cleveland,Phoenix
2025-03-21,Boston,Utah
2025-03-21,Detroit,Dallas
2025-03-21,New Orleans,Minnesota
2025-03-21,Charlotte,Oklahoma City
2025-03-21,Houston,Miami
2025-03-21,Philadelphia,San Antonio
2025-03-21,Orlando,Washington
2025-03-22,Milwaukee,Sacramento
2025-03-22,Chicago,LA Lakers
2025-03-22,Golden State,Atlanta
2025-03-22,Brooklyn,Indiana
2025-03-22,Washington,New York
2025-03-23,New Orleans,Detroit
2025-03-23,Cleveland,Utah
2025-03-23,Philadelphia,Atlanta
2025-03-23,Charlotte,Miami
2025-03-23,Boston,Portland
2025-03-23,San Antonio,Toronto
2025-03-23,Denver,Houston
2025-03-23,Oklahoma City,LA Clippers
2025-03-24,Boston,Sacramento
2025-03-24,Milwaukee,Phoenix
2025-03-24,Chicago,Denver
2025-03-24,Philadelphia,New Orleans
2025-03-24,Minnesota,Indiana
2025-03-24,Toronto,Washington
2025-03-24,LA Lakers,Orlando
2025-03-24,Dallas,Brooklyn
2025-03-25,Memphis,Utah
2025-03-25,Oklahoma City,Sacramento
2025-03-25,Atlanta,Houston
2025-03-25,Cleveland,Portland
2025-03-25,Golden State,Miami
2025-03-25,Orlando,Charlotte
2025-03-25,Dallas,New York
2025-03-25,San Antonio,Detroit
2025-03-26,Washington,Philadelphia
2025-03-26,Toronto,Brooklyn
2025-03-26,LA Lakers,Indiana
2025-03-26,LA Clippers,New York
2025-03-26,Milwaukee,Denver
2025-03-26,Boston,Phoenix
2025-03-27,Portland,Sacramento
2025-03-27,Houston,Utah
2025-03-27,Memphis,Oklahoma City
2025-03-27,LA Lakers,Chicago
2025-03-27,Dallas,Orlando
2025-03-27,Indiana,Washington
2025-03-27,San Antonio,Cleveland
2025-03-27,Atlanta,Miami
2025-03-28,Golden State,New Orleans
2025-03-28,Utah,Denver
2025-03-28,Phoenix,Minnesota
2025-03-28,Cleveland,Detroit
2025-03-28,Charlotte,Toronto
2025-03-28,LA Clippers,Brooklyn
2025-03-28,New York,Milwaukee
2025-03-29,Sacramento,Orlando
2025-03-29,Brooklyn,Washington
2025-03-29,Miami,Philadelphia
2025-03-29,Dallas,Chicago
2025-03-29,LA Lakers,Memphis
2025-03-29,Indiana,Oklahoma City
2025-03-29,Boston,San Antonio
2025-03-30,Golden State,San Antonio
2025-03-30,Toronto,Philadelphia
2025-03-30,Houston,Phoenix
2025-03-30,Charlotte,New Orleans
2025-03-30,Atlanta,Milwaukee
2025-03-30,Portland,New York
2025-03-30,LA Clippers,Cleveland
2025-03-30,Detroit,Minnesota
2025-03-31,Houston,LA Lakers
2025-03-31,Chicago,Oklahoma City
2025-03-31,Boston,Memphis
2025-03-31,Brooklyn,Dallas
2025-03-31,LA Clippers,Orlando
2025-03-31,Sacramento,Indiana
2025-03-31,Utah,Charlotte
2025-03-31,Miami,Washington
2025-04-01,Portland,Atlanta
2025-04-01,Philadelphia,New York
2025-04-01,Toronto,Chicago
2025-04-01,Golden State,Memphis
2025-04-01,Phoenix,Milwaukee
2025-04-01,Minnesota,Denver
2025-04-02,Atlanta,Dallas
2025-04-02,New Orleans,LA Clippers
2025-04-02,San Antonio,Denver
2025-04-02,Detroit,Oklahoma City
2025-04-02,New York,Cleveland
2025-04-02,Miami,Boston
2025-04-02,Sacramento,Washington
2025-04-02,Charlotte,Indiana
2025-04-02,Utah,Houston
2025-04-03,Orlando,Washington
2025-04-03,Minnesota,Brooklyn
2025-04-03,Memphis,Miami
2025-04-03,Milwaukee,Philadelphia
2025-04-03,Portland,Toronto
2025-04-03,Golden State,LA Lakers
2025-04-04,New Orleans,LA Lakers
2025-04-04,Dallas,LA Clippers
2025-04-04,Denver,Golden State
2025-04-04,Oklahoma City,Houston
2025-04-04,Cleveland,San Antonio
2025-04-04,Detroit,Toronto
2025-04-04,Sacramento,Charlotte
2025-04-04,Portland,Chicago
2025-04-04,Phoenix,Boston
2025-04-04,Utah,Indiana
2025-04-05,New York,Atlanta
2025-04-05,Memphis,Detroit
2025-04-05,Minnesota,Philadelphia
2025-04-05,Milwaukee,Miami
2025-04-05,Dallas,LA Clippers
2025-04-06,Indiana,Denver
2025-04-06,Orlando,New Orleans
2025-04-06,San Antonio,Portland
2025-04-06,Sacramento,Cleveland
2025-04-06,Houston,Golden State
2025-04-06,Utah,Atlanta
2025-04-06,Washington,Boston
2025-04-06,Chicago,Charlotte
2025-04-06,Phoenix,New York
2025-04-06,Toronto,Brooklyn
2025-04-06,LA Lakers,Oklahoma City
2025-04-07,Sacramento,Detroit
2025-04-07,Philadelphia,Miami
2025-04-08,San Antonio,LA Clippers
2025-04-08,Golden State,Phoenix
2025-04-08,LA Lakers,Oklahoma City
2025-04-08,Minnesota,Milwaukee
2025-04-08,Boston,New York
2025-04-08,Washington,Indiana
2025-04-08,Chicago,Cleveland
2025-04-08,Memphis,Charlotte
2025-04-08,New Orleans,Brooklyn
2025-04-08,Atlanta,Orlando
2025-04-09,Portland,Utah
2025-04-09,Houston,LA Clippers
2025-04-09,Denver,Sacramento
2025-04-09,Oklahoma City,Phoenix
2025-04-09,San Antonio,Golden State
2025-04-09,New Orleans,Milwaukee
2025-04-09,Charlotte,Toronto
2025-04-09,LA Lakers,Dallas
2025-04-09,Philadelphia,Washington
2025-04-09,Boston,Orlando
2025-04-09,Miami,Chicago
2025-04-10,New York,Detroit
2025-04-10,Cleveland,Indiana
2025-04-10,Atlanta,Brooklyn
2025-04-10,Minnesota,Memphis
2025-04-11,Houston,LA Lakers
2025-04-11,LA Clippers,Sacramento
2025-04-11,Golden State,Portland
2025-04-11,San Antonio,Phoenix
2025-04-11,Brooklyn,Minnesota
2025-04-11,Memphis,Denver
2025-04-11,Toronto,Dallas
2025-04-11,Oklahoma City,Utah
2025-04-11,Washington,Chicago
2025-04-11,Cleveland,New York
2025-04-11,Charlotte,Boston
2025-04-11,Atlanta,Philadelphia
2025-04-11,Orlando,Indiana
2025-04-11,Milwaukee,Detroit
2025-04-11,Miami,New Orleans
2025-04-13,LA Lakers,Portland
2025-04-13,Oklahoma City,New Orleans
2025-04-13,Utah,Minnesota
2025-04-13,Dallas,Memphis
2025-04-13,Denver,Houston
2025-04-13,LA Clippers,Golden State
2025-04-13,Indiana,Cleveland
2025-04-13,Detroit,Milwaukee
2025-04-13,Washington,Miami
2025-04-13,New York,Brooklyn
2025-04-13,Charlotte,Boston
2025-04-13,Orlando,Atlanta
2025-04-13,Phoenix,Sacramento
2025-04-13,Chicago,Philadelphia
2025-04-13,Toronto,San Antonio
